id,premise,choice1,choice2,question,label,mirrored
1104,Laging nasa bahay ang binata.,Umasa siya sa kanyang mga magulang.,Inabuso siya ng kanyang mga magulang.,sanhi,1,1
1336,Mabilis na tumakbo ang rider.,Hinawakan ng toro ang mangangabayo.,Hinabol ng toro ang mangangabayo.,sanhi,2,1
388,Hinawakan ng binata ang kanyang nakatatandang kapatid.,Napatingin ang binata sa kanyang nakatatandang kapatid.,Nakipag-away ang bata sa kanyang nakatatandang kapatid.,sanhi,1,0
283,Natatakot ang bata na matulog.,Nanonood siya ng horror movie.,Binuksan niya ang kanyang ilaw sa gabi.,sanhi,1,0
454,Nag-aaway ang binata.,Ibinahagi niya ang kanyang mga laruan sa kanyang kapatid.,Kinuha ng kanyang kapatid ang kanyang mga laruan mula sa kanya.,sanhi,2,0
1043,Nagpasya ang executive na kunin ang aplikante.,Nabigo ang aplikante sa background check.,Ang aplikante ay may karanasan sa trabaho.,sanhi,2,1
1237,Itinago ng lalaki ang kanyang mga paa.,May butas siya sa kanyang medyas.,Ibinaba niya ang isang martilyo sa kanyang paa.,sanhi,1,1
273,Napapansin ng lalaki ang babae.,Hinawakan niya ang pabango nito.,Bumaling siya sa kanya.,sanhi,1,0
1463,Hindi na ako nag-aalala na baka mawala ang susi.,Binuksan ko ang susi sa kandado.,Gumawa ako ng duplicate ng susi.,sanhi,2,1
70,Binuksan ng binata ang radyo.,Tumugtog ng rock music ang istasyon.,Pumasok ang istasyon na may static.,sanhi,2,0
1465,Naging maramdaman ang mga hayop.,Nawasak ang kanilang tirahan.,Ang kanilang mga mandaragit ay nawala.,sanhi,2,1
1489,Nakipag-ugnayan ang babae sa maid service.,Kinailangan ng babae na linisin ang kanyang bahay.,Plano ng dalaga na bumili ng condo.,sanhi,1,1
1072,Tinamaan ng suspek ang mga pulis.,Tumanggi ang suspek sa pag-aresto.,Humingi ng tulong ang mga pulis.,sanhi,2,1
1462,Tumigil sa pagkanta ang lahat ng nasa loob ng kotse.,Patay na ang radyo ng kotse.,Isang deer ang lumitaw sa kalsada.,sanhi,1,1
128,Iniwan ng mga magulang ang kanilang mga anak sa isang babysitter.,Nagplano silang ipagdiwang ang kanilang anibersaryo.,Nagsimulang mag-aral sa preschool ang kanilang bunsong anak.,sanhi,1,0
155,Nakatanggap ng diploma ang dalaga.,Nag-enrol siya sa kolehiyo.,Nagtapos siya sa kolehiyo.,sanhi,2,0
21,Tumanggap ng tropeo ang dalaga.,Nanalo siya ng spelling bee.,Nagkaroon siya ng bagong kaibigan.,sanhi,1,0
1118,Karamihan sa mga pagkakamali ay natutunan ng mag-aaral.,Kinausap niya ulit ang guro.,Inayos ng guro ang kanyang homework.,sanhi,2,1
1150,Masaya ang pasyente.,Binisita siya ng pamilya ng pasyente.,Nawala ang mga sintomas ng pasyente.,sanhi,1,1
1005,Nagdala ng kandila ang mga panauhin sa party.,Birthday party iyon.,Isang sorpresa ang party na iyon.,sanhi,1,1
300,Nagpapasalamat ang lalaki na nabubuhay pa siya.,Gumaling siya sa kanser.,Ang kanyang asawa ay na-diagnose na may kanser.,sanhi,1,0
119,Nanginginig ang mga kamay ng binata.,Niyaya niyang lumabas ang dalaga.,Malamig at pawisan ang kanyang mga palad.,sanhi,1,0
445,Ang mamamahayag ay sumulat ng isang talambuhay tungkol sa buhay ng humanitarian.,Mahirap para sa reporter na mag-interview.,Naintriga ang aktor sa ginawa ng aktres.,sanhi,2,0
438,Napilitan ang lalaki na dumalo sa event.,Ipinangako niya sa kanyang kaibigan na aalis na siya.,Tinanggihan niya ang paanyaya ng kaibigan na umalis.,sanhi,1,0
485,Inaresto ang babae.,Gumawa siya ng pag-atake.,Nag-check in siya sa rehab.,sanhi,1,0
1003,Nagulat ang mga babae.,Muling binuksan ang cafe sa isang bagong lugar.,Gusto nilang makahabol sa isa't isa.,sanhi,1,1
1360,Nagkaroon ng maraming bagong kaibigan ang binata.,Sumali siya sa basketball team.,Dumaan siya sa isang pag-unlad ng pag-unlad.,sanhi,1,1
1187,Hinawakan ng binata ang kanyang kamay sa buhangin.,Nagtatayo siya ng isang kastilyo ng buhangin.,Nangongolekta siya ng mga seashell sa buhangin.,sanhi,2,1
1364,Hindi ako nag-aalala na baka mag-crash ang computer ko.,Nai-back up ko ang aking mga file.,Nag-download ako ng virus.,sanhi,1,1
1096,Naghanap ng trabaho ang dalaga.,Nakatanggap siya ng bonus sa suweldo.,Tinanggal ang kanyang asawa.,sanhi,2,1
385,Natagpuan ng librarian ang aklat sa mga stack.,Humingi ako ng tulong sa librarian.,Tiningnan ang aklat.,sanhi,1,0
1411,Ang bowling ball ay hindi nagpabagsak sa anumang bowling pin.,Ibinaba ng lalaki ang bola sa kanyang paa.,Iniikot ng lalaki ang bowling ball pababa sa alley.,sanhi,1,1
1193,Itinago ng estudyante ang kanyang grade sa kanyang mga kaklase.,Nakatanggap siya ng perpektong puntos.,Nagkunwaring interesado siya sa klase.,sanhi,2,1
1300,Nakaramdam ng depresyon ang lalaki.,Ang kanyang asawa ay na-diagnose na may kanser.,Gumaling siya sa kanser.,sanhi,1,1
1021,Hindi na nag-iisa ang dalaga.,Nagkaroon siya ng bagong kaibigan.,Nanalo siya ng spelling bee.,sanhi,1,1
28,Ang bata ay naging immune sa sakit.,Natanggap niya ang bakuna para sa sakit.,Iniiwasan niya ang pagkakalantad sa sakit.,sanhi,1,0
297,Naligo ang lalaki.,Binuksan niya ang isang bagong bar ng sabon.,Pawis na pawis siya sa pag-eehersisyo.,sanhi,2,0
1180,Pinaghihinalaan ng ina na nagagalit ang kanyang anak.,Tumanggi siyang makipag-usap sa kanya.,Umiwas siyang makipag-eye contact sa kanya.,sanhi,1,1
1117,Nangako ako na sasagutin ko nang diretso ang tanong.,Hindi ako komportable sa tanong na iyon.,Gusto kong maging matapat.,sanhi,2,1
1161,Binigyan ng coach ang kanyang manlalaro ng isang headshake.,Ang manlalaro ay nakatanggap ng parusa.,Nakakuha ng isang punto ang aktor.,sanhi,1,1
1210,Pinayagan ng mga magulang ang kanilang mga anak na panoorin ang pelikula.,Ang pelikula ay na-rate na R.,Animated ang pelikula.,sanhi,2,1
1394,Pinuri ng ina ang kanyang anak.,Inihanda ng kanyang anak na babae ang mesa sa kusina.,Umupo ang kanyang alaga sa mesa sa kusina.,sanhi,1,1
1417,Tumunog ang bell ng mga bata sa bahay ng babae.,Naglalakad ang mga bata sa kanyang hardin.,Tinamaan ng mga bata ang isang bola sa kanyang bakuran.,sanhi,2,1
184,Hiniling ng benefactor na manatiling anonymous.,Sinuportahan niya ang dahilan sa likod ng kanyang donasyon.,Nais niyang mapanatili ang kanyang privacy.,sanhi,2,0
350,Unti-unti nang bumaba ang buhay sa dagat.,Ang mga bangka ay naglalayag sa karagatan.,Ang langis ay nabuhos sa karagatan.,sanhi,2,0
1493,Nakita ng lalaki ang bakanteng parking spot.,Nag-expire na ang parking meter.,Nag-park din siya sa kalsada.,sanhi,2,1
1385,Sinabi sa akin ng librarian na hindi ko maaaring hiramin ang libro.,Tiningnan ang aklat.,Humingi ako ng tulong sa librarian.,sanhi,1,1
1040,Kumuha ng public relations consultant ang babae.,Napagdesisyunan niyang tumakbo sa opisina.,Nagpasiya siyang idemanda ang kanyang amo.,sanhi,1,1
416,Hinawakan ng hukom ang gavel.,Inihayag ng hurado ang hatol nito.,Naging magulo ang silid ng korte.,sanhi,2,0
280,Kumunot ang noo ng dalaga.,Pumasok siya sa sauna.,Umupo siya sa tabi ng pool.,sanhi,1,0
243,Ipinagpaliban ng pamilya ang barbeque.,Ang forecast ay tumawag para sa mga bagyo.,Weekend ng bakasyon.,sanhi,1,0
1352,Napahiya naman ang customer sa cash register.,Napatingin sa kanya ang window display.,Naiwan niya ang kanyang pitaka sa bahay.,sanhi,2,1
1361,Hindi kayang bayaran ng pasyente ang medikal na pamamaraan.,Ang pamamaraan ay magastos.,Inirerekomenda ng mga espesyalista ang pamamaraan.,sanhi,1,1
1211,Binasa ng dalaga ang email.,Sinubukan ng nagpadala na humingi ng pera mula sa kanya.,Humingi ng sagot ang nagpadala mula sa kanya.,sanhi,2,1
96,Dinala ng babae ang kanyang pamilya sa bakasyon.,Tinanggal ang kanyang asawa.,Nakatanggap siya ng bonus sa suweldo.,sanhi,2,0
1267,Lumabas ang mga sulat mula sa aking mailbox.,Nasira ang takip ng mailbox.,Dalawang linggo akong nagbakasyon.,sanhi,1,1
5,Nagtago ang mga bisita sa likod ng sofa.,Birthday party iyon.,Isang sorpresa ang party na iyon.,sanhi,2,0
323,Ang siyentipiko ay nakakuha ng pagkilala.,Natuklasan niya ang isang bagong species.,Nakatanggap siya ng panunungkulan sa unibersidad.,sanhi,1,0
40,Kumuha ng abogado ang babae.,Napagdesisyunan niyang tumakbo sa opisina.,Nagpasiya siyang idemanda ang kanyang amo.,sanhi,2,0
26,Ligtas na lumipad ang skydiver sa sahig.,Binuksan niya ang kanyang parachute.,Tumalon siya palabas ng eroplano.,sanhi,1,0
420,Ipinasok ng babae ang kanyang daliri sa ilalim ng malamig na tubig.,Sinunog niya ang kanyang daliri sa toaster.,Nilagyan niya ng diamond ring ang kanyang daliri.,sanhi,1,0
1387,Tumawag ako ng ilang realtors.,Naghahanap ako ng bagong apartment.,Lumipat na ako palabas ng apartment ko.,sanhi,1,1
1090,Nakipag-usap ang bata sa kanyang lolo sa pamamagitan ng pagsusulat.,Bingi ang lolo niya.,Bulag ang lolo niya.,sanhi,1,1
1278,Inanyayahan ng babae ang kanyang kapatid na babae na uminom ng kape.,Parang ate niya ang babae.,Malapit ang dalaga sa kanyang kapatid.,sanhi,2,1
1240,Ang koleksyon ng mga larawan ay pinahahalagahan.,Naalala ng pamilya ang mga larawan.,Ilang taon na silang hindi naapektuhan.,sanhi,1,1
334,Nagtamo ng amnesia ang dalaga.,Nagkaroon siya ng allergic reaction.,Naaksidente siya sa kotse.,sanhi,2,0
1126,Tinanggal ng dalaga ang kanyang damit.,Nasira ang mga damit.,Tinanggal niya ang mga damit.,sanhi,1,1
1241,Napapikit ako sa pag-uusap namin ng dalaga.,Nakakatawa ang kuwento ng dalaga.,Nag-uusap ang lahat ng tao sa kwarto.,sanhi,1,1
67,Natuto akong maglaro ng board game.,Nagkamali ang kaibigan ko sa mga patakaran.,Ipinaliwanag sa akin ng kaibigan ko ang mga patakaran.,sanhi,2,0
356,Nawalan ng trabaho ang empleyado.,Nakipag-ugnayan sa kanya ang kanyang pamilya.,May namatay sa kanyang pamilya.,sanhi,2,0
1466,Napansin ng lalaki na mahilig sa alahas ang babae.,Nagpagupit ng buhok ang babae.,Nakasuot ng bracelet ang babae.,sanhi,2,1
302,Nag-aatubili ang dalaga na lumipat ng karera.,Malaki ang kinikita niya sa kanyang kasalukuyang trabaho.,Labis siyang nakaranas ng stress sa kanyang kasalukuyang trabaho.,sanhi,1,0
256,Ang mga kotse ay lumipat sa balikat ng kalsada.,Isang sumisigaw na ambulansya ang lumapit.,Naging berde ang ilaw ng trapiko.,sanhi,1,0
212,Inalis ng pulisya ang babae sa listahan ng mga suspek.,Inimbestigahan siya ng mga pulis.,Nag-check out ang kanyang alibi.,sanhi,2,0
180,Pinaghihinalaan ng ina na nagsisinungaling ang kanyang anak.,Tumanggi siyang makipag-usap sa kanya.,Umiwas siyang makipag-eye contact sa kanya.,sanhi,2,0
106,Binanggit ng pharmaceutical company ang gamot.,Ang mga gumagamit ay nakakuha ng mga refill sa kanilang mga reseta.,Iniulat ng mga gumagamit ang mga mapanganib na epekto.,sanhi,2,0
1323,Ipinagpatuloy ng siyentipiko ang kanyang patuloy na pananaliksik.,Nakatanggap siya ng panunungkulan sa unibersidad.,Natuklasan niya ang isang bagong species.,sanhi,1,1
24,Kinansela ng host ang party.,Nag-aalala siya na baka mahawa siya ng trangkaso.,Sigurado siyang may trangkaso siya.,sanhi,2,0
1305,Late na sa bar ang dalaga.,Kabisado niya ang bartender.,Siya ang itinalagang driver para sa gabing iyon.,sanhi,1,1
1256,Lumipat ang mga sasakyan sa intersection ng kalsada.,Naging berde ang ilaw ng trapiko.,Isang sumisigaw na ambulansya ang lumapit.,sanhi,1,1
1024,Nabakunahan ang babae.,Sigurado siyang may trangkaso siya.,Nag-aalala siya na baka mahawa siya ng trangkaso.,sanhi,2,1
1356,Nakipag-ugnayan ang dalaga sa mga malalayong kamag-anak.,Nakipag-ugnayan sa kanya ang kanyang pamilya.,May namatay sa kanyang pamilya.,sanhi,1,1
150,Pinauwi ng ospital ang pasyente.,Nawala ang mga sintomas ng pasyente.,Binisita siya ng pamilya ng pasyente.,sanhi,1,0
1123,Nawasak ang loob ng tren.,Tumakbo ang tren palayo sa riles.,Dumaan ang tren sa isang lagusan.,sanhi,1,1
1197,Muling naka-iskedyul ang flight ko.,Nakita ang mga buhawi sa lugar.,Dinala ako sa airport security.,sanhi,2,1
1302,Kamakailan lamang ay nagbitiw sa trabaho ang dalaga.,Malaki ang kinikita niya sa kanyang kasalukuyang trabaho.,Labis siyang nakaranas ng stress sa kanyang kasalukuyang trabaho.,sanhi,2,1
117,Iniwasan kong sagutin nang diretso ang tanong.,Hindi ako komportable sa tanong na iyon.,Gusto kong maging matapat.,sanhi,1,0
158,Tinakpan ng babae ang kanyang mga tainga.,Naamoy ng paninigarilyo ang babae.,Tumunog ang alarma ng sunog.,sanhi,2,0
1019,Nakilala ko ang tumatawag.,Nagpakilala sa akin ang tumatawag.,Nagpaalam sa akin ang tumatawag.,sanhi,1,1
182,Isang bunganga ang nabuo sa buwan.,Isang kometa ang dumaan sa buwan.,Isang kometa ang bumangga sa buwan.,sanhi,2,0
10,Naghain ng reklamo ang customer sa manager ng tindahan.,Naging bastos ang sales associate sa customer.,Binawasan ng sales associate ang customer.,sanhi,1,0
1301,Hindi kailanman ginamit ng babae ang kanyang credit card.,Natanggap niya ang kanyang buwanang bayarin.,Mas gusto niyang magbayad sa pamamagitan ng cash.,sanhi,2,1
1108,Pinalitan ko ang sahig ng brand new tile.,Nagbuhos ako ng juice sa sahig.,Ang sahig ay permanenteng nadungis.,sanhi,2,1
1158,Tinakpan ng babae ang kanyang ilong.,Tumunog ang alarma ng sunog.,Naamoy ng paninigarilyo ang babae.,sanhi,2,1
371,Muling inihalal ng lungsod ang alkalde.,Tinupad ng alkalde ang kanyang mga pangako.,Binawasan ng lungsod ang badyet nito.,sanhi,1,0
108,Hinawakan ko ang sahig gamit ang paper towel.,Ang sahig ay permanenteng nadungis.,Nagbuhos ako ng juice sa sahig.,sanhi,2,0
1026,Nagsimulang bumagsak ang skydiver.,Binuksan niya ang kanyang parachute.,Tumalon siya palabas ng eroplano.,sanhi,2,1
65,Dinala ng pamilya ang kanilang aso sa beterinaryo.,Nasugatan ng aso ang kanyang paa.,Hinawakan ng aso ang isang buto.,sanhi,1,0
369,Bumuhos ang mga baso sa mesa.,Hinawakan ng bata ang tablecloth.,Umupo ang bata sa mesa.,sanhi,1,0
1106,Itinaguyod ng pharmaceutical company ang gamot.,Ang mga gumagamit ay nakakuha ng mga refill sa kanilang mga reseta.,Iniulat ng mga gumagamit ang mga mapanganib na epekto.,sanhi,1,1
407,Napagdesisyunan kong manatili sa bahay para sa gabi.,Hinikayat ako ng mga kaibigan ko na lumabas.,Ang forecast ay tumawag para sa mga bagyo.,sanhi,2,0
1376,May isa pang aso ang dalaga.,Kinagat siya ng aso.,Iniligtas niya ang isang inabandonang aso.,sanhi,2,1
200,Nakaramdam ng electric shock ang dalaga.,Kumatok siya sa pinto.,Hinawakan niya ang doorknob.,sanhi,2,0
1443,Pinuri ng guro ang mag-aaral.,Parehong nakatanggap ng magagandang marka ang mga mag-aaral.,Magkapareho ang kanilang mga tugon sa takdang-aralin.,sanhi,1,1
143,Hinalikan ng security guard ang lalaki.,Inabot ng lalaki ang bulsa niya.,Nagpakita ng baril ang lalaki.,sanhi,2,0
418,Pinalaya ng mga kidnapper ang hostage.,Tumakas sila mula sa bilangguan.,Tumanggap sila ng ransom money.,sanhi,2,0
241,Napapikit ako sa pag-uusap namin ng dalaga.,Nag-uusap ang lahat ng tao sa kwarto.,Nakakatawa ang kuwento ng dalaga.,sanhi,1,0
443,Pinag-aaralan ng guro ang mag-aaral.,Parehong nakatanggap ng magagandang marka ang mga mag-aaral.,Magkapareho ang kanilang mga tugon sa takdang-aralin.,sanhi,2,0
412,Nalaman ng komunidad ang pagkamatay ng lalaki.,Lumabas sa pahayagan ang kanyang obituaryo.,Inilibing siya ng kanyang pamilya sa sementeryo.,sanhi,1,0
376,May phobia sa aso ang dalaga.,Kinagat siya ng aso.,Iniligtas niya ang isang inabandonang aso.,sanhi,1,0
240,Ang mga album ng larawan ay nakolekta ng alikabok sa attic.,Naalala ng pamilya ang mga larawan.,Ilang taon na silang hindi naapektuhan.,sanhi,2,0
340,Huminahon ang mapang-akit na sanggol.,Hinawakan ng mga magulang ang isang pag-ugong sa harap ng sanggol.,Pinili ng mga magulang ang pangalan para sa sanggol.,sanhi,1,0
1257,Naamoy ng binata ang bar ng sabon.,Naglabas ng pabango ang bar.,Madulas ang bar.,sanhi,1,1
411,Ibinagsak ng bowling ball ang mga bowling pin.,Iniikot ng lalaki ang bowling ball pababa sa alley.,Ibinaba ng lalaki ang bola sa kanyang paa.,sanhi,1,0
202,Likas akong tumalon sa takot.,Naririnig ko ang pag-ungol ng mga tao sa katabing silid.,Naramdaman kong may lumapit sa akin mula sa likuran.,sanhi,2,0
1065,Naputol ang ngipin ng aso.,Nasugatan ng aso ang kanyang paa.,Hinawakan ng aso ang isang buto.,sanhi,2,1
360,Mas matangkad ang binata kaysa sa kanyang ama.,Dumaan siya sa isang pag-unlad ng pag-unlad.,Sumali siya sa basketball team.,sanhi,1,0
1315,Naglagay ang doktor ng ice pack sa binti.,Ito ay lubhang nabugbog.,Ito ay malubhang nahawaan.,sanhi,1,1
1259,Tinanggal ng celebrity ang kanyang sunglasses.,Nais niyang maiwasan ang pagkilala.,Nais niyang pasalamatan ang kanyang mga tagahanga.,sanhi,2,1
1182,Walang crater na nabuo sa buwan.,Isang kometa ang bumangga sa buwan.,Isang kometa ang dumaan sa buwan.,sanhi,2,1
1340,Nakatanggap ng birth certificate ang kanilang mga magulang.,Pinili ng mga magulang ang pangalan para sa sanggol.,Hinawakan ng mga magulang ang isang pag-ugong sa harap ng sanggol.,sanhi,1,1
193,Ipinakita ng estudyante ang kanyang grade sa kanyang mga kaklase.,Nagkunwaring interesado siya sa klase.,Nakatanggap siya ng perpektong puntos.,sanhi,2,0
1460,Nanalo ang lalaki sa kompetisyon.,Ang kumpetisyon ay na-sabotate.,Tinatakot niya ang kanyang mga kakumpitensya.,sanhi,2,1
480,Umiikot ang bulsa ng lalaki habang naglalakad.,Tinahi niya ang butas sa kanyang bulsa.,Punong-puno ng barya ang kanyang bulsa.,sanhi,2,0
1454,May makakasama ang binata.,Kinuha ng kanyang kapatid ang kanyang mga laruan mula sa kanya.,Ibinahagi niya ang kanyang mga laruan sa kanyang kapatid.,sanhi,2,1
298,Naging itim ang screen ng laptop.,Nag-expire na ang warranty ng laptop.,Namatay ang baterya ng laptop.,sanhi,2,0
1414,Nakakuha ng karagdagang kwalipikasyon ang babae para sa kanyang trabaho.,Naniniwala siya na ang kanyang mga nakatataas ay kumikilos nang hindi etikal.,Nais niyang humawak ng isang posisyon sa ehekutibo sa kompanya.,sanhi,2,1
257,Nawalan ng hawak ang bata sa bar ng sabon.,Madulas ang bar.,Naglabas ng pabango ang bar.,sanhi,1,0
1330,Hindi makilala ng security guard ang magnanakaw.,Hindi nakatuon ang surveillance camera.,Napansin niya ang isang kahina-hinalang aktibidad.,sanhi,1,1
3,Nagkita ang mga babae para sa kape.,Muling binuksan ang cafe sa isang bagong lugar.,Gusto nilang makahabol sa isa't isa.,sanhi,2,0
187,Pinuno ng bata ng buhangin ang balde.,Nagtatayo siya ng isang kastilyo ng buhangin.,Nangongolekta siya ng mga seashell sa buhangin.,sanhi,1,0
1273,Hindi na napansin ng lalaki ang babae.,Bumaling siya sa kanya.,Hinawakan niya ang pabango nito.,sanhi,1,1
330,Muling pinatugtog ng security guard ang surveillance footage.,Hindi nakatuon ang surveillance camera.,Napansin niya ang isang kahina-hinalang aktibidad.,sanhi,2,0
1194,Nakaramdam ng pagod ang bata.,Nakipag-usap siya sa kanyang kapatid.,Umalis siya papunta sa kampo.,sanhi,1,1
1451,Hindi na ako nahulog sa isang pantalon.,Inalis ko ang poison ivy mula sa bakuran ko.,Hinawakan ko ang poison ivy sa bakuran ko.,sanhi,1,1
1427,Hindi ko ma-enjoy ang napakagandang soundtrack ng pelikula.,Isang matangkad na tao ang nakaupo sa harap ko.,Bumubulong ang mag-asawa sa likuran ko.,sanhi,2,1
201,May lipstick ang lalaki sa pisngi.,Pinamula siya ng babae.,Hinalikan siya ng babae.,sanhi,2,0
118,Naaresto ang estudyante.,Kinausap niya ulit ang guro.,Inayos ng guro ang kanyang homework.,sanhi,1,0
1036,Maagang bumangon ang lalaki.,Gusto niyang i-shut off ang alarm clock.,Gusto niyang magplantsa ng pantalon bago magtrabaho.,sanhi,2,1
1128,Iniwan ng mga magulang ang kanilang mga anak sa isang guro.,Nagplano silang ipagdiwang ang kanilang anibersaryo.,Nagsimulang mag-aral sa preschool ang kanilang bunsong anak.,sanhi,2,1
1415,Hindi makita ng manlalaro ang bola.,Sinubukan ng kanyang kalaban na pigilan ito.,Inihagis ito sa kanya ng kanyang kasamahan.,sanhi,1,1
176,Pinatay ng ama ang telebisyon ng mga bata.,Oras na ng pagtulog para sa mga bata.,Nanonood ng cartoons ang mga bata.,sanhi,1,0
1288,Nag-enjoy ako sa chewing gum ko.,Nawalan ng lasa ang gum.,Pinasabog ko ang isang bubble gamit ang gum.,sanhi,2,1
301,Nagpadala ng tseke ang babae sa kumpanya ng gasolina.,Natanggap niya ang kanyang buwanang bayarin.,Mas gusto niyang magbayad sa pamamagitan ng cash.,sanhi,1,0
1207,Pinalawig ang lease ng mga nangungupahan para sa apartment.,Sumama sila sa kanilang may-ari.,Nakalimutan nilang magbayad ng renta.,sanhi,1,1
1350,Natuklasan ang mga bagong bansa.,Ang langis ay nabuhos sa karagatan.,Ang mga bangka ay naglalayag sa karagatan.,sanhi,2,1
1388,Hinawakan ng binata ang braso niya.,Napatingin ang binata sa kanyang nakatatandang kapatid.,Nakipag-away ang bata sa kanyang nakatatandang kapatid.,sanhi,2,1
460,Natalo ang lalaki sa kompetisyon.,Ang kumpetisyon ay na-sabotate.,Tinatakot niya ang kanyang mga kakumpitensya.,sanhi,1,0
1105,Nakapasa ako sa job interview.,Hinihintay ko ang mga tanong ng interviewer.,Mahirap ang tanong ng interviewer.,sanhi,1,1
364,Nag-crash ang computer.,Nag-download ako ng virus.,Nai-back up ko ang aking mga file.,sanhi,1,0
1129,Masaya ang biyahe.,Nagsalita ang drayber sa buong daan.,Nagkamali ang takbo ng drayber.,sanhi,1,1
387,Inayos ko ang mga gamit ko.,Naghahanap ako ng bagong apartment.,Lumipat na ako palabas ng apartment ko.,sanhi,2,0
1262,Itinago ng lalaki ang personal na impormasyon mula sa therapist.,Nagtiwala siya sa therapist.,Hindi siya sumasang-ayon sa therapist.,sanhi,2,1
