gold_label,sentence1,sentence2
neutral,Ang mga sistema ng mapagkukunan ng tao ay pinagsama at ang mga bagong istraktura ng korporasyon ay mabilis na tinukoy upang matiyak ang patuloy na suporta sa pinalawak na base ng customer.,"Sa pamamagitan ng pagsasama-sama ng mga sistema ng mapagkukunan ng tao, nilikha ang puwang para sa mga bagong istraktura ng korporasyon."
neutral,"Bago mo ako bigyan ng isang sampal, bakit hindi mo muna ako bigyan ng isang malaking baso ng tsokolate na gatas?",Gusto kong uminom ng gatas at magpahinga nang kaunti dahil alam kong naguguluhan ako.
neutral,Hindi ito lihim sa mga nagbebenta ng musika.,Alam ng mga nagtitingi ng musika ang tungkol sa isyung ito bago sumiklab ang balita sa publiko isang buwan na ang nakararaan.
neutral,"Ang mga Nerds, na nag-aayos ng mga silid-aralan sa ekonomiya at computer, ay may mas walang pag-asa na posisyon.",Ang mga Nerds ay hindi magaling sa pakikipag-ugnayan.
neutral,"Kaya kahit papaano, tinawagan ko si Ramona pabalik dahil may tanong ako tungkol sa, naisip ko, Sige, hayaan mo akong magmadali dito, at may tanong ako tungkol sa isang bagay na ginagawa ko.",Ngayon lang ako nagkaroon ng pagkakataong magtanong.
neutral,sapagkat sa wangis ng Diyos ay nilikha niya si Adan.,Natutuwa si Adan na siya ay nilikha sa wangis ng Diyos.
neutral,Hindi ka sigurado kung alam mo kung kaninong panig ka naroroon.,Hindi namin alam kung sino ang sinusuportahan mo sa eleksyon.
neutral,"Habang dumadaan ka sa mga ito maaari mong makita ang isang lumang tsimenea na nasira sa itaas ng linya ng puno, isang tiyak na palatandaan na ang nayon ay dating bahagi ng isang hacienda.","Ang tsimenea, bukod sa iba pang mga bagay, ay nagpapahiwatig na ang nayon ay dating bahagi ng isang hacienda."
neutral,Ngunit hindi man lang maitanong ang tanong kapag mali ang mga detalye.,Ang paglilinaw lamang ng mga detalye ay magiging mas madaling maunawaan ang tanong.
neutral,"Nagpunta kami sa paligid, at ito ay naging isang karera mula noon.",Nagsimula na ang karera mula pa noong apat na taong gulang kami.
neutral,"Sa katapusan ng linggo maaari kang sumali sa mga lokal sa Parque de Palapas, kung saan ang mga strain ng rock, salsa, at katutubong musika ay maaaring timpla nang magkasama sa isang nakakalito cacophony.",Ang Parque de Palapas ay kung saan ang mga tao ay may barbecue sa lahat ng oras.
neutral,"Ang Culebra ay kilala bilang Spanish Virgin Island hanggang sa makuha ng mga Amerikano, nasa kalagitnaan ito ng Puerto Rico at St. Thomas sa US Virgin Islands.",Ang Culebra ay nasa pagitan ng Puerto Rico at St. Thomas sa US Virgin Islands.
neutral,"Nalilito ako sa pagbanggit ni Rebecca Christian sa Blessed Be the Words That Bind' [XVI,3] ng kanta ni Vikki Carr, 'Is That All There Is?",Ipinaliwanag ni Rebecca na hindi ko maintindihan ang mga salita dahil ako ay isang mangmang na buwaya.
neutral,Ang mga natuklasan sa Pransya ay halos labing-walong milyong reseta ang napuno para sa fen-phen sa Estados Unidos noong nakaraang taon.,Milyun-milyong tao ang kumuha ng gamot sa diyeta na ginawa silang nawalan ng 20 pounds bawat isa.
neutral,"Halimbawa, maaaring kailanganin ng mga empleyado na gamitin ang itinalagang ahensya ng charge card para sa hotel at ilang iba pang mga gastos.",Kinailangan ng mga empleyado na singilin ang lahat ng kanilang pagkain sa card.
neutral,"Ngunit... ngunit... Sa barkong ito...?  Ang opisyal ay gumawa ng isang kilos ng kawalan ng magawa, at, sumuko sa kanyang pagkalito, biglang natahimik.",Nagulat ang opisyal nang walang katuturan sa pagsusuka sa kubyerta.
neutral,"Para sa taong piskal na ito at sa susunod, ang paaralan ng batas ay kinakailangan na sumipsip ng mga pagbawas sa appropriation ng estado at nadagdagan ang mga gastos sa kalusugan na may kabuuang higit sa $ 400,000.",Ang law school ang kauna-unahang programa na nahaharap sa pagbawas sa badyet.
neutral,um well uri ako ng pagmamay-ari ng isang computer mayroon kaming dalawang PC sa bahay ngunit alinman sa isa ay hindi namin talagang pagmamay-ari um parehong ay hindi pareho ng mga ito ay uri ng trabaho na may kaugnayan at,Mayroon akong isang Apple at isang HP computer sa bahay.
neutral,"Ang tunog, mga 3 km (2 milya) ang lapad, ay pinaniniwalaang isang malaking kaldera na nabuo pagkatapos ng isang malakas na pagsabog ng bulkan.","Maaaring sanhi ito ng maraming bagay, kabilang na ang pagsabog ng bulkan."
neutral,Ha!  Inilabas ni Wolverstone ang bulalas ng mapang-akit na kagalakan.,Naisip ni Wolverstone na nakakatawa iyon.
neutral,"Itinaguyod ng 12HEI ang multi-city na National Morbidity, Mortality, and Air Pollution Study (NMMAPS).",12Ang HEI ay direktang nauugnay sa polusyon sa hangin.
neutral,well mayroon akong isang VCR at ako ay nagkaroon upang ibalik ito ng isang pares ng mga beses dahil sa parehong bahagi kabiguan at uh ito ay hindi pa rin nakakakuha ng isang tunay na magandang larawan,Halos isang linggo lang gumagana ang VCR at pagkatapos ay nasira na naman ito.
neutral,"Si Pitt, na nanood ng eksena mula sa quarter-deck rail, ay nagsasabi sa amin na ang kanyang panginoon ay kasing-seryoso ng isang parson sa isang pagbitay.",Ngayon lang nakita ni Pitt ang kanyang panginoon na kasing-seryoso niya noon.
neutral,"Ngunit ang kanyang oras ay natupok sa pagkuha ng mga bagong opisyal sa lugar at paggawa ng mga dokumento ng pundasyon ng isang bagong patakaran sa pagtatanggol, ang quadrennial defense review, ang patnubay sa pagpaplano ng depensa, at ang umiiral na mga plano sa contingency.",Ang huling dokumento ng patakaran sa pagtatanggol ay mahigit limang daang pahina ang haba.
neutral,Nanatili ba siya sa Augusta pagkatapos niyon?,Nanatili ba siya sa Augusta pagkatapos ng kaguluhan?
neutral,Hindi namin alam kung ano ang isang U2 at walang nakakaalam ng anumang bagay tungkol sa isang U2.,Hindi namin alam kung ano ang itawag namin sa hangin.
neutral,"Dahil dito, hindi pinahahalagahan ng US o ng mga mamamayan ng Saudi ang lahat ng dimensyon ng bilateral na relasyon, kabilang ang papel ng Saudi sa mga estratehiya ng US upang itaguyod ang proseso ng kapayapaan sa Gitnang Silangan.",Inanyayahan ng Saudi Arabia ang US envoy na magtrabaho sa proyektong pangkapayapaan sa Gitnang Silangan.
neutral,"Oo dahil ito ay uh, ito ay tiyak na sa pamamagitan ng gilingan ngunit uh",Sana hindi na ito mangyari dahil nakakapanghina ng loob ito.
neutral,"Kakaiba iyan dahil ginugol ko, eh, mga 16 na taon ng aking karera sa Mga Espesyal na Aktibidad.",Ang paborito kong trabaho ay ang mga espesyal na aktibidad.
neutral,"Oo, marami silang mga bagay na sabay-sabay na nasira",Ang ilan sa mga sirang bagay ay mahalaga.
neutral,"Ang isang kilalang tagapagtaguyod ng Mexican Spanish folklore sa Timog-Kanluran at California ay si Charles F. Lummis (1859-1928), isang self-taught photographer, ethnologist, musicologist, journalist, at ang tagapagtatag ng Southwest Museum sa Los Angeles.",Nakakatawa naman si Charles F. Lummis.
neutral,"Bilang isang resulta, ang kanyang suweldo ay itinaas at ang kanyang iba pang mga allowance stipend ay tumaas nang malaki, mula sa humigit-kumulang na $ 465 hanggang $ 3,925 sa isang buwan, na nananatili sa antas na iyon hanggang Disyembre 2000.",Kailangan niya ng mas maraming pera para makapaglakbay.
neutral,"Sa paligid niya sa baywang, kung saan ang buong kagabi ay napakapayapa, mayroong isang masigasig na aktibong pag-uusap ng mga animnapung kalalakihan.",Ang gabing ito ay mas abala kaysa dati dahil sa isang kaganapan na ginanap.
neutral,"Tulad ng lahat ng mga regalo sa Institute, 100% ng iyong kontribusyon ay gagamitin nang direkta para sa pananaliksik.",Ang bawat sentimo ay napupunta sa pananaliksik sa kanser.
neutral,Ang masungit na bundok ng Serra de Tramuntana ay bumababa sa dagat nang napakatarik dito na kakaunti lamang ang mga punto ng pag-access at isang daungan at daungan lamang ng anumang laki sa baybayin.,Ang mga bundok ay palaging may mga pagguho ng lupa dahil ang mga daungan ay hindi madaling maitayo doon.
neutral,"Ang The First Wives Club, isang paghihiganti-komedya tungkol sa tatlong inabandunang asawa, grossed higit pa sa kanyang unang katapusan ng linggo kaysa sa anumang iba pang mga kababaihan pelikula sa kasaysayan.","Ang mga bituin at ang pag-arte, higit pa sa linya ng balangkas ng First Wives Club, ay nakatulong upang magtakda ng record box office sales."
neutral,"Kahit papaano, nakarating na kami, eh, hindi ko na maalala ang mga numero.",Hindi ko na maalala kung ilan ang mga empleyado namin.
neutral,Ang pinakamagandang bagay na maaaring sabihin tungkol kina Podhoretz at Decter ay ang kanilang mga biological na orasan ay hindi maaaring magkaroon ng maraming minuto na natitira sa kanila.,Si Decter ay 85 taong gulang na.
neutral,"Kaya, posible na pumili ng mga kinakailangang piraso ng impormasyon sa maingay na kapaligiran, kung isinasaalang-alang ang mga ekspresyon ng mukha, kilos at iba pang mga pahiwatig sa konteksto.",Maaari mong maunawaan kung ano ang ipinapahayag sa pamamagitan ng mga ekspresyon ng mukha at mga kilos ng kamay kahit na hindi mo naririnig ang sinasabi.
neutral,"Si Mayor Giuliani, kasama ang mga komisyoner ng Pulisya at Sunog at ang direktor ng OEM, ay mabilis na lumipat sa hilaga at nagtatag ng isang emergency operations command post sa Police Academy.",Mahigit dalawang dosenang katao ang kalaunan ay kasangkot sa pag-aayos ng command post.
neutral,"Doon ang eksena ay hindi gaanong nakakarelaks at ang problema sa wika ay maaaring matakot sa iyo, ngunit hindi bababa sa makakakuha ka ng isang sulyap sa lipunan ng mamimili ng Tsino.",Magandang ideya na magkaroon ng isang tagasalin na kasama mo.
neutral,"Ang kilusang Islamista, na ipinanganak noong mga 1940, ay produkto ng modernong mundo, na naimpluwensyahan ng mga konseptong Marxista-Leninista tungkol sa rebolusyonaryong organisasyon.",Ang kilusang Islamista ay orihinal na itinatag bilang isang organisasyon para sa pagpapakilos ng lipunan.
neutral,"Ayon kay Binalshibh, kung nalaman nina Bin Ladin at KSM bago ang 9/11 na si Moussaoui ay ikinulong, maaaring kinansela nila ang operasyon.",Hindi alam ni Bin Ladin na hawak ng FBI si Moussaoui.
neutral,Ang pinakamahalaga ay ang katunayan na ang pagdalo sa isang pagtatanghal sa IRT ay hindi lamang isang field trip.,"Upang ganap na tamasahin ang isang pagganap sa IRT, kailangan mong bigyang-pansin nang husto at pag-aralan ang pagganap at ang kasaysayan nito nang maaga."
neutral,Ang mga pag-andar ng C-R ay maaari ring tantyahin na may o walang malinaw na mga threshold.,Ang mga pag-andar ng C-R ay maaaring tantyahin ng ilang iba't ibang mga paraan at pagkatapos ay mai-publish para sa mambabasa na magpasya.
neutral,"Ito ay magiging talagang malaki, kumuha sa amin mula sa aming mga kama at hindi kailanman dalhin kami pabalik sa bahay (Nobyembre 1974).",Nakakatakot kapag talagang malaki ito.
neutral,"Ah, ngayon, hindi mo ba kayang gawin?  Umiiyak siya.",Tanong niya dahil medyo nagulat siya sa buong sitwasyon.
neutral,Kadalasan sinasabi ng mga eksperto na ang kasaysayan ay isinulat ng mga nagwagi.,Sinasabi ng mga pundits na ang mga taong nanalo sa lotto ay nagsasabi ng kasaysayan.
neutral,"Sinusuri at sinusuri ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang Boswell's ay hindi lamang ang pinaka-tumpak ngunit ginagamit niya ito upang ipakita ang pagkatao ni Johnson, samantalang ang iba ay nagtitinda lamang ng tsismis sa panitikan.",Hindi gusto ni John Burke si Boswell.
neutral,"Intelligence report, interrogation of detainee, Disyembre 2, 2001.","Ang ulat ng katalinuhan ay isinulat noong Disyembre 3, 2001."
neutral,"Ang mga espesyal na kupon ay ipinamamahagi nang agresibo sa mga dalampasigan sa araw, sa pag-asang maakit ang pinakamalaking karamihan ng tao sa gabing iyon.","Ang mga kupon ay ibinibigay sa dalampasigan, umaasa para sa mga pangmatagalang customer."
neutral,"Ang Indianapolis Civic Theatre ay naaliw ang kanyang mga manonood sa mga propesyonal na dula at musikal sa loob ng 82 taon habang nagbibigay ng isang arena para sa pambihirang talento ng ating lungsod, ngunit tiyak na hindi iyon ang lawak nito.",Ang Indy Civic Theater ay nakagawa ng 120 palabas sa loob ng 80 taon.
neutral,"Halimbawa, sa GGD, isang pag-aaral ng disenyo ang ginawa bilang isang hiwalay na trabaho, na nagtatapos",Hindi naging matagumpay ang pag-aaral ng disenyo.
neutral,Gayundin sa kahulugan ng pagkabansa.,Ang kahulugan ng pagkabansa ay nakasalalay sa kung gaano kahusay ang pagpapatakbo ng ekonomiya.
neutral,"Kaya, ang isa ay may isang romantikong tula na nakasulat sa Latin kung saan ang unang linya ay naglalaman ng mga salita para sa lalaki at babae sa magkabilang dulo ng linya.",Ang kwento ng pag ibig na inilalarawan sa tulang Latin ay nagpapaliwanag ng dahilan ng distansya sa pagitan ng lalaki at babae sa gitna ng unang pangungusap.
neutral,"Ang suporta sa pisyolohikal ay naiiba mula sa suporta sa buhay dahil hinahawakan niya ang mga silid ng altitude na nagpapatakbo ng mga piloto hanggang sa 80 libong talampakan sa mga silid ng mataas na altitude, at ibinabalik siya pababa.",Ang mga piloto ay kailangang subukan sa altitude chambers tungkol sa 20 beses sa isang buwan.
neutral,"Dapat ding tukuyin ng plano ang paraan ng pagkuha, mga pangunahing go/no-go point, isang pormal na plano sa pagsasanay, at isang contingency plan upang mabawasan ang pagkalugi.",Dapat ding magsama ng badyet ang plano.
neutral,"At pagkatapos ay narinig ko siyang umalis, kaya tinatapos ko pa rin ang dapat kong gawin.",Ginagawa ko ang mga mahahalagang gawain na itinakda sa akin kaninang umaga.
neutral,"Oo, nasa atin ito dito, ang ating mga koneksyon sa kanayunan ay talagang masama",Kung minsan ay okay ang mga koneksyon dito.
neutral,"Sa oras na pumasok siya sa kanyang animnapung taon, noong 1895, nagbigay si Skeat ng impresyon na nagsisimula siyang kumuha ng mga bagay na ito nang kaunti",Nagsimulang mag-alala si Skeat sa iba't ibang bagay habang tumatanda siya.
neutral,Nakakatawa at nakakatuwa rin ang mga Pinoy.,Napakahirap lutasin ang mga riddles.
neutral,Sinimulan ko ang buhay na may isang daang peras at isang libong mansanas.,Ang prutas ay ibinigay sa akin ng aking ama.
neutral,"Habang ginagawa ito, ang mga panalangin ay binibigkas.",Ang mga panalangin ay binibigkas habang ang mga damit ay naghuhugas.
neutral,"Ang pananalita sa Ingles ay nabibigatan na sa mga kakaibang salita na hindi dapat kailanman natanggap, at dapat kahit ngayon ay napapalabas.",Natukoy ng mga eksperto ang limampung iba't ibang salita na hindi dapat bahagi ng wika.
neutral,"Isinama nila si Joe, at sinabi ng lola ko, malungkot daw ang oras sa bahay dahil, alam mo, lahat ay nawawala kay Joe at hindi nila alam kung ano ang gagawin.",Namatay si Joey at talagang nalungkot ito.
neutral,At kapag nakuha mo na ang lahat ay nakapasok ka na maaari kang magpatuloy mula roon.,Maaari kang magpatuloy sa sandaling ipasok mo ang impormasyon sa database.
neutral,Ang mga epekto sa kapakanan sa mga mailer na lumipat ay kinakalkula sa parehong paraan tulad ng sa nabanggit na seksyon sa kita.,Kinakalkula nila ang mga epekto sa kapakanan nang mabilis sa isang calculator.
neutral,"Siya ay dalawang linggo sa Port Royal, ang kanyang barko ay halos isang yunit ngayon sa Jamaica squadron.",Ginagawa niya ang pagkukumpuni sa kanyang barko.
neutral,Ang kanyang relasyon sa kanya ay nanatiling malapit sa buong panahon niya sa Estados Unidos.,Nagkaroon siya ng relasyon sa isang Amerikanong babae.
neutral,Mahirap makahanap ng katibayan na si bin Laden ang nagdirekta ng mga pag-atake.,Si Bin Laden ay hindi kasangkot sa pagdirekta ng mga pag-atake.
neutral,"Bumaling ako, sa huling bahagi ng kabanatang ito, sa isa pang palaisipan tungkol sa tinatawag kong natural na laro.",Wala akong solusyon para sa puzzle ng natural na laro.
neutral,Isang sukat ng pagkakabit sa ordinaryong Nagdadala ba ng pitaka ang pangulo?,Baka may dala na wallet ang presidente.
neutral,"Tanungin ang iyong ahensya ng paglalakbay o ang tanggapan ng turista ng Berlin para sa mga detalye ng mga paparating na programa, at mag-book nang maaga kung maaari.",Mas mainam na mag-book ng anim na buwan bago ang iyong pagbisita.
neutral,"Siyempre, tinanong nila ako doon, kung bakit ako pumunta.",Tinanong nila ako kung bakit ako nagpunta sa mall.
neutral,Inabot ako ng isang oras hanggang dalawang oras para lang mahanap ang kailangan ko.,Matagal na akong nagtagal dahil makapal at nakakalito talaga ang aklat.
neutral,Ang birhen na kagubatan ay isang kagubatan kung saan ang kamay ng tao ay hindi kailanman nakatapak sa kamay.,"Dahil sa ating populasyon, kakaunti pa rin ang mga birhen na kagubatan na natitira sa Estados Unidos."
neutral,Larawan ni Bill Clinton sa Slate Table of Contents ni Kevin Lamarque / Reuters.,Si Kevin Lamarque ay kumuha ng maraming mga larawan ni Bill Clinton kabilang ang isa sa Slate Table of Contents.
neutral,Malugod kong sasagutin ang anumang mga katanungan ng mga miyembro ng Subcommittee.,Gusto kong magsalita tungkol sa aking trabaho kaya gusto kong sagutin ang mga katanungan.
neutral,"Matatag, Matandang Lobo! Matatag!  Binalaan siya ni Kapitan Dugo.","Tulad ng naranasan niya, nakatulong si Kapitan Dugo na mapalakas ang morale ng kanyang mga tripulante."
neutral,Ang mga hapunan sa TV ay nagdadala ng isang kakila-kilabot na stigma.,Ang mga hapunan sa TV ay palaging nagpapakita ng isang pamilya na kumakain ng ilang pagkain ng karne.
neutral,"Bagaman ang mga diskarte sa pagpopondo ay maaaring mapabuti, ang pondo ay magagamit para sa gawaing ito.",Walang sapat na pondo para sa trabaho.
neutral,Higit pa sa isang trabaho ang mayroon akong,May trabaho ako na gumugugol ng lahat ng oras ko.
neutral,"Sa gitna ng parisukat ay ang granite Weltkugelbrunnen (o Fountain of the World) ni Joachim Schmettau, na kung saan ang mga lokal ay masayang bininyagan ang aquatic dumpling.",Ang Weltkugelbrunnen ay gawa sa granite na napaka itim at makintab.
neutral,Ang kasalukuyang mga kinakailangan sa seguridad ay nag-aalaga ng labis na pag-uuri at labis na paghahati ng impormasyon sa mga ahensya.,Ang mga kinakailangan sa seguridad ay mas mahigpit kaysa dati.
neutral,Ang New Yorker ay nakipaglaban sa mga espesyal na isyu - napakalaking mga tomo tungkol sa lahi o Hollywood o sa hinaharap.,"Ang New Yorker ay nakipaglaban sa higit sa 20 mga espesyal na isyu, kabilang ang buong mga magasin tungkol sa rasismo, paglalakbay sa kalawakan, at edukasyon."
neutral,Ang mga kahanga-hangang koneksyon na nabuo araw-araw ay ginawang posible sa pamamagitan ng suporta ng mga operasyon ng Lipunan ng mga organisasyong tulad mo!,"Kung wala ang iyong organisasyon, ang mga kahanga-hangang koneksyon na ito ay hindi kailanman nabuo."
neutral,"Ang Miramar, isang kaaya-ayang residential quarter na may magagandang bahay ng pamilya, ay nakikinabang sa posisyon nito sa tabi ng Isla Grande commuter airport.",Ang Miramar ay kung saan nakatira ang mga mayayaman.
neutral,Ang paggamit ng teknolohiya ay maaaring mabawasan ang oras na kinakailangan para sa mga provider at kawani upang personal na magbigay ng mga serbisyo sa screening at interbensyon at i-target ang mga pasyente na maaaring makinabang mula sa maikling mensahe ng interbensyon.,Ang teknolohiya ay maaaring mabawasan kung gaano katagal ang mga provider at kawani na kailangang mag-screen ng mga tao ng hanggang sa 80%.
neutral,"Napakaganda kung maaari kang maglaan ng oras upang bisitahin ang iyong Paaralan, at makita para sa iyong sarili ang pag-unlad na nagawa namin sa paglipas ng mga taon at ibahagi ang pagmamalaki ng aming pamana!",Dapat mong bisitahin ang paaralan at panoorin ang produksyon ng musika na pinagtatrabahuhan namin.
neutral,"Ang timog-kanlurang rehiyon na may pinaka-sinaliksik at dokumentado na mga kaugalian sa kasal ay ang New Mexico, dahil ang mga inapo ng mga sinaunang Hispano ay may kamalayan sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Ang mga inapo ng mga sinaunang Hispano ay sumulat gamit ang mga quills.
neutral,"At si Lola ay nagkukuwento tungkol sa kung paano nagpasya ang kanyang kapatid na babae at ang asawa ng kanyang kapatid na babae na lumipat sila sa lungsod, sa Augusta, at pumasa para sa puti.",Hindi puti ang kapatid ni Lola pero gusto niyang maging puti para makapag-aral siya.
neutral,Wala akong pakialam kung wala kang alam tungkol dito.,Alam kong hindi ka nahuhumaling dito.
neutral,"' Kapansin-pansin na ang anomalya na ito ay nagpapatuloy pa rin, kahit sa maraming modernong pinagkukunan.","Ang anomalya na ito ay maaaring itama, ngunit ang gastos ay magiging malaki."
neutral,Ang iyong mga kontribusyon sa Taunang Pondo sa antas ng Maennerchor Society ay nagbigay ng malaking tulong sa paaralan.,Ang Maennerchor Society ay nakatanggap ng $ 1m sa mga donasyon noong nakaraang taon.
neutral,Isang mamamatay-tao - ako?  sabi niya sa wakas.,Hindi siya pumatay ng sinuman.
neutral,"Inaanyayahan ni McCoy ang suporta ng The __ Company Foundation sa halagang $ 10,000.","Kailangan ni McCoy ng mas maraming pera, ngunit sa ngayon ay hinihiling ang $ 10,000."
neutral,"At uh, parang parang itim ang mata ng gisantes pero sa palagay ko hindi ito kadena",Baka makita ko ang Black Eyed Pea mamaya.
neutral,"Ang mga makatwirang inaasahan ay lumago, sa bahagi, mula sa pagtatangka na maunawaan ang aktwal na kalakalan sa mga palitan ng stock.",Parami nang parami ang mga tao na nagsisimulang makipagkalakalan sa mga online stock exchange.
neutral,Ayaw nilang manatiling bihag.,Naaresto sila kaugnay ng isang pagnanakaw kamakailan.
neutral,Ngayon isa iyan sa pinakamainam na deterrents para sa isang magnanakaw ay maingay na kapitbahay kahit na ang kapitbahay ay may maingay na aso na nakakapigil dahil alam nila na tatahol ang aso na iyon,Hindi gusto ng mga magnanakaw ang mga aso dahil maingay ang mga ito at madalas itong kinakagat nito.
neutral,Maraming maliliit na templo ang matatagpuan dito.,May mga maliliit na templo na isang tao lamang ang maaaring magkasya.
neutral,Maraming wika ang may ganitong kalabuan.,"Dahil dito, mas mahirap ang pag-aaral ng wika."
neutral,Sa San Antonio ang pagtatanghal ng Los Pastores sa Our Lady of Guadalupe Church ay nagpapatuloy mula pa noong 1913.,Maraming mga pagtatanghal sa bawat taon.
neutral,"Ang mga jagged ridges ng Montserrat ay tumataas mula sa medyo walang tampok na kapatagan ng Llobregat 62 kilometro (38 milya) hilagang-kanluran ng Barcelona, sa pinakagitna ng Catalonia.",Ang Bundok ng Bundok ay ang pinakamataas sa lugar.
neutral,"Partikular, sasali ka sa isang pangkat ng mga kilalang executive ng pundasyon, mga pinuno ng negosyo, iskolar, mga propesyonal sa pag-unlad at mga boluntaryo sa sektor ng nonprofit ...",Ang grupo ay puno ng mga iskolar ng Ivy League at pilantropo.
neutral,Ang Title V operating permit ay dapat ding magamit para sa komento ng publiko.,Hindi lahat ng langgam ay nagpapahintulot sa mga komento ng publiko.
neutral,eksakto ito ay isang aktibong estado ito ay hindi isang bagay na maaari mong alam na maging passively kasangkot at asahan na gumawa ng anumang mabuti talagang hindi ko sa tingin,Sa palagay ko kailangan mong maglaan ng 10 oras sa isang araw upang maging mahusay dito.
neutral,"At siya ay isang philanderer, isang d oh oo, siya ay tulad ng out doon. ""Alam mo, hindi ko siya gusto, pero kahit papaano, yung mga kuwento ko.",Kinamumuhian ko siya dahil napakayabang niya.
neutral,"Noong nakaraang taon, nag-donate ka ng $-.","Nag-donate ka ng $ 10,000 noong nakaraang taon."
neutral,pero uh kaya mahilig ka sa iba't ibang pagkain huh,Dapat mong tangkilikin ang pagsubok ng iba't ibang etnikong pagkain.
neutral,Kailangan namin ng mga mapagkukunan upang magrekrut at bumuo ng mga natitirang guro.,Kailangan nating kumuha ng 100 bago at mahuhusay na guro.
neutral,Ang iba pang mga tagapayo ay inulit ang pag-aalala na ito.,Isang tagapayo lamang ang hindi nagpahayag ng pag-aalala sa planong ito.
neutral,"Gayunpaman, ang mga senador at mambabatas ng estado ng New York ay pribadong umamin na sumang-ayon sila sa batas dahil humanga sila sa kabangisan ng suporta para sa panukalang batas.",Ang estado ng New York ay may mas maraming senador kaysa sa iba pang mga estado.
neutral,Mayroon ding maraming mga lugar para sa mas mapanganib o avant-garde na pagtatanghal.,May mga lugar na may mga strip tease show.
neutral,"Matapos tumingin sa paligid ng mga koleksyon na ito, umakyat sa burol sa Commissioner's House, kung saan makikita mo ang magagandang tanawin ng nakapalibot na baybayin at ang natitirang bahagi ng dockyard complex.",Makakakita ka ng mga bangka sa tuktok ng burol.
neutral,".., pero sa pangalawang pagkakataon na nagkikita siya ay nahuli siya sa gitna ng dalawang kaibigan.","Hindi niya alam kung aling panig ang pipiliin niya, sa pagitan ng kanyang dalawang kaibigan."
neutral,tama na sila ay dumadaan sa slot,Madali silang dumaan.
neutral,P. S. Ang iyong regalo ay mahalaga sa aming pagdiriwang ng 85 taon na ginagawang Indianapolis Civic Theatre ang pinakamatandang patuloy na nagpapatakbo ng teatro ng komunidad sa bansa.,"May isa pang teatro na kamakailan ay nagdiwang ng ika-84 na anibersaryo nito, ngunit nasunog ito."
neutral,Nakita niya ang kanyang sarili na parang aso sa pabula na naghulog ng sangkap upang agawin ang isang mapanlinlang na anino.,Ang pabula ay kasing edad ng panahon.
neutral,"Kaya, ako, eh, kahit papaano, uh, uh, ito ang tatlo, uh, U2 pilots na, uh, opisina ni Pangulong Kennedy sa Washington kasama si General May.",Masaya si General May at ang mga piloto sa pagbisita sa opisina.
