id,sentence1,sentence2,label
43116,"Bentley at mga inukit ni Hugh Stannus, habang ang silid ng pagpupulong ay naglalaman ng isang pandekorasyon na kisame ni Thomas Earp.",Bentley at mga inukit ni Hugh Stannus habang ang board room ay naglalaman ng isang pandekorasyon na kisame ni Thomas Earp.,1
39241,"Sa biyoinformatika, ang mga baligtad na indeks ay napakahalaga sa pagkakasunud-sunod ng pagpupulong ng mga maikling fragment ng pagkakasunud-sunod na DNA.","Sa bioinformatics, ang mga baligtad na indeks sa pagkakasunud-sunod na pagpupulong ng mga maikling fragment ng pagkakasunud-sunod na DNA ay napakahalaga.",1
39290,"Ito ay endemiko sa Hawaii, kung saan ito ay kilala lamang mula sa hilagang Koolau Mountains ng Oahu.","Ito ay endemiko sa Hawaii, kung saan kilala lamang ito mula sa hilagang Bulubundukin ng Koolau ng Oahu.",1
1923,"Ang album ay naglalaman ng 16 na mga track na naitala sa dalawang pagtatanghal noong Mayo 2002, isa sa Memphis, Tennessee, at ang isa pa sa Chicago, Illinois.","Ang album ay naglalaman ng 16 na mga track na naitala sa panahon ng dalawang pagpapakita noong Mayo 2002, isa sa Memphis, Tennessee, at ang isa pa sa Chicago, Illinois.",1
104,Si Ruffell ay nagtrabaho bilang isang inhinyero sa Southampton Docks at namatay noong 3 Oktubre 1940 sa Southampton sa kanyang ika-73 kaarawan.,"Si Ruffell ay nagtrabaho bilang isang inhinyero sa Southampton Docks. Namatay siya sa Southampton sa kanyang ika-73 kaarawan, 3 Oktubre 1940.",1
22637,Ang tendered speed limit ay karaniwang nabawasan nang mas mababa kaysa sa loob ng dalawang lungsod.,"Ang nai-post na limitasyon ng bilis ay karaniwan, nabawasan nang mas mababa sa loob ng dalawang lungsod.",1
4131,"Si Adam Ludwik Czartoryski ay ikinasal kay Prinsipe Maria, ikinasal noong Agosto 31, 1901 sa Warsaw.","Si Adam Ludwik Czartoryski ay ikinasal kay Prinsipe Maria, na ikinasal sa Warsaw noong 31 Agosto 1901.",1
38621,"Noong 1955, ikinasal si Johannes Herman Johannes kay Annie Marie Gilbertine Amalo.",Si Annie Marie Gilbertine Amalo ay ikinasal kay Herman Johannes noong 1955.,1
4221,"Gumagamit ang C2c ng mga yunit ng Class 357 at Class 387 sa London , Tilbury at Southend Railway mula sa Shoeburyness at Southend hanggang sa London Fenchurch Street .","Gumagamit ang C2c ng mga yunit ng Class 357 at Class 387 sa mga serbisyo sa London , Tilbury at Southend Railway line mula sa Shoeburyness at Southend hanggang London Fenchurch Street .",1
45606,"Noong 1958 nagsalita siya sa buong Silangang Asya at sa Kanlurang Europa, at noong 1961 sa Hilagang Ghana.",Noong 1958 nagsalita siya sa buong Silangang Asya at Kanlurang Europa at noong 1961 sa Hilagang Ghana.,1
36703,"Bilang karagdagan, ang kantang ''Calling All Angels'' ay kasama sa pelikula ni Jane Siberry at pinatugtog sa audio track.","Bilang karagdagan, ang kantang ''Calling All Angels'' ni Jane Siberry ay kasama sa pelikula at pinatugtog sa soundtrack.",1
5914,"Ang lugar ay dating pinaglilingkuran ng Edinburgh Waverley Railway Station, na nagbigay ng direktang pag-access sa riles sa Corstorphine.",Ang lugar ay dating pinaglilingkuran ng istasyon ng tren ng Edinburgh Waverley na nagbigay ng direktang pag-access sa riles sa Corstorphine.,1
18516,Ang Morris Township ay matatagpuan sa ika-25 Distrito ng Kongreso at bahagi ng Ika-11 Distrito ng Lehislatura ng Estado ng New Jersey.,Ang Morris Township ay matatagpuan sa ika-25 Distrito ng Kongreso at bahagi ng ika-11 distrito ng pambatasan ng estado ng New Jersey.,1
23134,"Namatay siya noong 24 Agosto 1878 sa Wyandotte (ngayon ay bahagi ng Kansas City), Kansas.","Namatay siya sa Wyandotte (ngayon ay bahagi ng Kansas), Kansas City, Agosto 24, 1878.",1
16734,"Noong 2019, si Daniel Dewey (F) ay nagbitiw noong Pebrero 24, 1814 at pinalitan sa isang espesyal na halalan ni John W. Hulbert (F)","Sa Daniel Dewey ( F ) nagbitiw Pebrero 24, 1814, at ay pinalitan ng isang espesyal na halalan ng John W. Hulbert ( F ) .",1
5512,Ang ObjecTime Developer (o ObjecTime o OTD) ay isang tool sa automation ng software na idinisenyo upang matugunan ang mga pangangailangan sa pag-unlad ng mga panandaliang koponan sa pag-unlad ng software.,"Ang ObjecTime Developer (o ObjecTime o OTD, para sa tunay) ay isang tool sa automation ng software na idinisenyo upang matugunan ang mga pangangailangan sa pag-unlad ng mga panandaliang koponan sa pag-unlad ng software.",1
1512,Ang Manipur ay isa ring tourist hotspot sa estado ng Ukhrul.,Ang Manipur ay isa ring tourist hotspot ng estado ng Ukhrul.,1
40859,"Ang musika ay nasa kanyang dugo dahil minana niya ang sining na ito mula sa kanyang lolo, si Ustad Banne Khan, na siya mismo ay isang mang-aawit.",Ang musika ay tumatakbo sa kanyang dugo dahil minana niya ang sining na ito mula sa kanyang lolo na si Ustad Banne Khan na isang mang-aawit mismo.,1
17094,"Ang Balıklı ay isang nayon sa Distrito ng Gümüşhacıköy, Lalawigan ng Amasya, Turkiya.","Ang Balıklı ay isang nayon sa distrito ng Gümüşhacıköy, Turkiya, lalawigan ng Amasya.",1
4885,"Siya ay nilikha ng isang doktor ng Sorbonne, at pagkatapos ay inihalal prior ng St. Edmund sa 1689.","Siya ay nilikha ng isang doktor ng Sorbonne, at mamaya elected Prior ng St. Edmund sa 1689.",1
6317,"Ang bagong taon, ang tagsibol, ang alak at ang masayang pag-ibig ay minamahal din.","Gayundin, Ang bagong taon, ang tagsibol, ang alak at ang kagalakan ay minamahal.",1
38138,"Noong 1970s, si Suzuki ay isa sa mga unang mamimili ng Woolrich fashion sa Japan. Noong 2006 siya ay naging isang taga-disenyo para sa Woolrich Woolen Mills sa Amerika.","Noong 1970s, si Suzuki ay isa sa mga unang mamimili ng Woolrich Mode sa Japan at naging Designer para sa Woolrich Woolen Mills sa Amerika noong 2006.",1
15523,"Ang isang alternatibong extension sa compact na mga grupo ay ang Peter - Weyl teorama, na nagpapatunay ng mga resulta tungkol sa mga representasyon ng mga compact group analogous sa mga tungkol sa may hangganan grupo.","Ang isang alternatibong extension sa compact na mga grupo ay ang Peter - Weyl - Teorama , na nagpapakita ng mga resulta tungkol sa mga representasyon ng mga compact group analogous sa mga tungkol sa may hangganan grupo.",1
48700,"Upang makakuha ng isang biomarker para sa diagnostics, ang sample na materyal ay dapat na madaling gamitin hangga't maaari.","Upang makakuha ng isang biomarker para sa diagnostics, ang sample na materyal ay dapat na kasing simple hangga't maaari upang gamitin.",1
8725,Ang protina FAM40A ay isang protina na matatagpuan sa kromosomang 1 sa mga tao at naka-encode ng '' FAM40A '' gene .,Ang FAM40A ay isang protina na kromosomang 1 sa mga tao at naka-encode ng gene na FAM40A.,1
23582,Ang iskrip nina Robert Carrington at Jane-Howard Carrington ay batay sa 1966 na dula ni Frederick Knott.,Ang iskrip nina Robert Carrington at Jane - Howard Carrington ay batay sa dula ni Frederick Knott noong 1966.,1
29849,"Para sa scalar spectral fluctuations, formula _ 9 ay tinutukoy bilang ang scalar index , na may formula _ 10 na tumutugma sa scale invariant fluctuations .","Para sa scalar spectral fluctuations, ang Formula 9 ay tinutukoy bilang scalar index, na may formula 10 na tumutugma sa scalar invariant fluctuations.",1
21573,"Si Kerwin Moore ay makakakita ng aksyon sa 24 na laro para sa Athletics noong taglagas na iyon , at ipinagpalit sa Florida Marlins pagkatapos ng season kapalit ni Abbott .","Nakita ni Kerwin Moore ang aksyon sa 24 na laro para sa athletics noong taglagas , at ipinagpalit sa Florida - Marlins pagkatapos ng season kapalit ni Abbott .",1
36465,"Ang Dorchester ay paminsan-minsang nauugnay sa Abenida D, dahil ang Abenida Ditmas at Ditmas at Dorchester Road ay nagsisimula sa titik na '' D ''.","Ang Dorchester ay paminsan-minsan na nauugnay sa Avenue D, dahil ang Ditmas at Ditmas Avenue at Dorchester Road ay nagsisimula sa titik na '' D ''.",1
27861,"Ang kontrabida ng Russia ay, gayunpaman, isang orihinal at kung minsan ay kagiliw-giliw na panganib.","Ang kontrabida ng Russia, gayunpaman, ay isang orihinal at kung minsan ay kagiliw-giliw na banta. ``",1
19223,Pinaniniwalaan na ang tunay na pilosopiya ay maaaring ihiwalay mula sa popular na karunungan sa pamamagitan ng pamamaraang ito.,Pinaniniwalaan sa pamamagitan ng pamamaraang ito ang tunay na pilosopiya ay maaaring ihiwalay mula sa popular na karunungan.,1
46127,"Naging matagumpay din siya sa La Fenice sa Naples, sa Maggio Musicale Fiorentino sa Florence at sa Teatro San Carlo sa Venice.","Naging matagumpay din siya sa La Fenice sa Naples, sa Maggio Musicale Fiorentino sa Florence, at sa Teatro San Carlo sa Venice.",1
3785,Siya ay isang propesor ng edukasyong pang-adulto sa Åbo Akademi University sa Finland (Vaasa).,"Siya ay isang Propesor ng Edukasyong Pang-adulto sa Unibersidad ng Åbo Akademi sa Vaasa, Finland.",1
6714,Ito ay nilikha sa muling pamamahagi noong 1972 at pinalitan ang tinanggal na Toowoomba East.,"Ito ay nilikha sa 1972 muling pamamahagi, at pinalitan ang abolished Toowoomba East.",1
47971,"'', Williams naka-takong at reformed ang British Invasion sa Magnus sa pamamagitan ng pag-atake sa koponan ng Eric Young at Orlando Jordan .",Binaligtad ni Williams ang takong at binago ang pagsalakay ng Britanya kasama si Magnus sa pamamagitan ng pag-atake sa koponan nina Eric Young at Orlando Jordan.,1
3891,"Ang Shaffer Creek ay isang tributary ng Raystown Branch Juniata River ( Brush Creek ) sa Bedford County, Pennsylvania sa Estados Unidos.","Ang Shaffer Creek ay isang tributary ng Raystown Branch Juniata River ( Brush Creek ) sa Bedford County, Pennsylvania, Estados Unidos.",1
2661,"Siya ay survived sa pamamagitan ng kanyang asawa, dating Barbara Crutchley, ang kanyang mga anak na lalaki Norman F. Boas at Donald P. Boas at ang kanyang anak na babae, Helen Tuthill Sisson.","Siya ay survived sa pamamagitan ng kanyang asawa, ang dating Barbara Crutchley, ang kanyang mga anak na lalaki Norman F. Boas at Donald P. Boas, at ang kanyang anak na babae Helen Tuthill Sisson.",1
32792,"Noong 1992, siya ay nahalal na Croydon North West sa kauna-unahang pagkakataon matapos na dati nang tinanggihan ang upuan nang hindi matagumpay noong 1987.",Una siyang nahalal noong 1992 para sa Croydon North West matapos na hindi matagumpay na nakipaglaban sa upuan noong 1987.,1
1941,"Si Farrer ay ipinanganak sa London, ang nakababatang kapatid ni Thomas Charles Farrer, isang pintor.","Si Farrer ay ipinanganak sa London, ang nakababatang kapatid ng pintor na si Thomas Charles Farrer.",1
323,Sumulat din siya ng isang malaking bilang ng mga vocal arrangement at orkestra accompaniments sa mga pagkakaiba-iba.,Siya rin wrote isang malaking bilang ng mga vocal arrangement at orkestra accompaniments para sa mga varieties .,1
42408,"Si Eileen Chong ay ipinanganak sa Singapore noong 1980, lumipat sa Sydney noong 2007.","Si Eileen Chong ay ipinanganak noong 1980 sa Singapore. Lumipat siya sa Sydney, Australia noong 2007.",1
39,"Ipinanganak siya sa New York City sa East Broadway noong Oktubre 23, 1806.","Ipinanganak siya noong 23 Oktubre 1806 sa New York, East Broadway.",1
45491,"Ang isang merkado ay nakita para sa hinaharap na mga paglilibot at patutunguhan, Scandinavia sinundan sa Abril 1975 at sa Setyembre sinundan ng isa pang tour sa Switzerland.",Ang isang merkado ay nakita para sa hinaharap na mga paglilibot at patutunguhan. Sinundan ng Scandinavia noong Abril 1975 at nagkaroon ng isa pang paglilibot sa Switzerland noong Setyembre.,1
17394,Ang Homer Township ay itinatag sa pamamagitan ng isang dibisyon ng Albion Township noong 1837.,Ang Homer Township ay itinatag noong 1837 sa pamamagitan ng isang dibisyon ng Albion Township.,1
39888,"Ang Inception ay isang science fiction film mula 2010, co-produced ni Emma Thomas at nakasulat, co-produced at itinanghal ni Christopher Nolan.","Ang Inception ay isang pelikulang kathang-isip na agham mula 2010, na isinulat, co-ginawa at itinanghal ni Christopher Nolan at co-produced ni Emma Thomas.",1
39077,"Siya ay malamang na anak ng pintor na si Girolamo Danti, mula rin sa Pesaro, na ikinasal sa kapatid na babae ng pintor na si Giovanni Antonio Pandolfi.","Siya ay marahil ang anak ng pintor na si Girolamo Danti, din mula sa Pesaro na ikinasal sa kapatid na babae ng pintor na si Giovanni Antonio Pandolfi.",1
34073,"Nanalo ang Portsmouth ng 4 -- 1 , na may mga layunin ni Bert Barlow , John Anderson at dalawa mula kay Cliff Parker .","Nanalo ang Portsmouth ng 4 -- 1 , na may mga layunin mula kay Bert Barlow , John Anderson at dalawa ni Cliff Parker .",1
31963,"Ang 8 talukas ng distritong ito ay Devgad, Kankavli, Malvan, Kudal, Sawantwadi, Vengurla at Dodamarg at Vaibhavwadi.","Ang 8 Talukas ng lugar na ito ay Devgad, Kankavli, Malvan, Kudal, Sawantwadi, Vengurla at Dodamarg at Vaibhavwadi.",1
9931,Ang Dowa ay isang distrito sa Gitnang Rehiyon ng Malawi. Ang kabisera nito ay Dowa .,Ang Dowa ay isang distrito sa gitnang rehiyon ng Malawi na may kabisera na Dowa.,1
6905,Ang NFL Europe League season 1999 ay ang ikalimang season para sa franchise sa Rhine Fire (NFLEL).,Ang 1999 NFL Europe League season ay ang ikalimang season para sa franchise sa Rhein Fire ( NFLEL ) .,1
42181,Naglaro si Dunne sa Dublin kasama si Stella Maris bago naglaro sa England para sa Everton .,Naglaro siya kasama si Stella Maris sa Dublin bago naglaro para sa Everton sa England.,1
2457,"Ang halalan sa Senado ng Estados Unidos noong 1962 ay ginanap noong Nobyembre 6, 1962 upang piliin ang South Carolina.","Ang halalan sa Senado ng Estados Unidos noong 1962 ay ginanap noong Nobyembre 6, 1962 upang piliin ang South Carolina.",1
27816,"Noong Pebrero 2016, inihayag na si Steve Poizner ay sumali kay Gobernador John Kasich ng Ohio bilang National Co Chairman at California State Chairman para kay Kasich bilang Pangulo.",Noong Pebrero 2016 inihayag na si Steve Poizner ay sumali kay Gobernador John Kasich ng Ohio bilang National Co Chairman at California State Chairman para sa Kasich para sa Pangulo.,1
5136,Si Mark Williams ay ginampanan sa seryeng pantelebisyon ni Olaf Petersen.,Si Mark Williams ay ginampanan ni Olaf Petersen sa seryeng pantelebisyon.,1
17535,"Nang maglaon sa buhay, si Toth ay naging isa sa mga matalik na kaibigan ni Procopio.",Nang maglaon sa buhay ay naging isa si Toth sa matalik na kaibigan ni Procopio.,1
33988,"Gayunman, Grossman ay mamaya nasugatan sa panahon, at pansamantalang relieved sa pamamagitan ng Griese.","Gayunman, nasugatan si Grossman kalaunan sa panahon, at pansamantalang inalis kay Griese.",1
353,Walang mahaba o kinakailangang apprenticeship ay kinakailangan upang malaman ang hinihingi pamamaraan.,Walang mahaba o kinakailangang pagsasanay ay kinakailangan upang malaman ang mga hinihingi na pamamaraan.,1
26267,"Kabilang sa kanyang mga pamangkin ang mga aktor na sina Nikhil Nanda at Armaan Jain, at ang negosyanteng si Ranbir Kapoor.",Kabilang sa kanyang mga pamangkin ang mga aktor na sina Nikhil Nanda at Armaan Jain at negosyanteng si Ranbir Kapoor.,1
1548,Ang pelikula ay kinunan ng larawan ni Rajiv Menon at na-edit ni A. Sreekar Prasad.,Ang pelikula ay kinunan ng larawan ni Rajiv Menon at naproseso ni A. Sreekar Prasad.,1
43149,Ang 2015 -- 16 Rain or Shine Elasto Painters season ay ang ikasampung season ng prangkisa sa Philippine Basketball Association (PBA).,Ang season 2015 -- 16 rain or gloss Elasto painter ay ang ikasampung season ng prangkisa sa Philippine Basketball Association ( PBA ) .,1
23757,"Ang Taverniers ay binisita ni Gidea Thompson ( Sian Martin ) , isang kaibigan ng pamilya ni Jules sa Trinidad .","Ang Taverniers ay binisita ni Sian Martin ( Gidea Thompson ) , isang kaibigan ni Jules ' at ang pamilya sa Trinidad .",1
481,"Ang nakumpletong bakod ay matatagpuan pangunahin sa Texas, na may konstruksiyon sa New Mexico, Arizona at California.","Ang nakumpletong bakod ay higit sa lahat sa Texas, na may konstruksiyon na isinasagawa sa New Mexico, Arizona, at California.",1
39525,"Ang zone ay nagsisilbi sa silangan at gitnang Madhya Pradesh, ang timog Uttar Pradesh at hilagang-silangan ng Estado ng Rajasthan.","Ang zone ay nagsisilbi sa silangan at gitnang Madhya Pradesh, timog Uttar Pradesh, at hilagang-silangan ng estado ng Rajasthan.",1
17760,Narito ang mga tradisyunal na damit ng Somi. Ang damit ng lalaki ay '' Puan Laisan '' at ang damit ng babae ay '' Puandum '',"Ito ang tradisyunal na kasuotan ng Zomi, ang mga damit ng lalaki ay '' Puan Laisan '' at ang damit ng babae ay '' Puandum ''.",1
2005,Ang kanyang ilang mga kanta ng Marathi mula sa iba pang mga Pelikula ay :,Ang kanyang mga kanta sa marathi ay mula sa iba pang mga pelikula :,1
23666,"Sa paghina ng dolyar ng Canada, ang mga benta at pag-export ng pagmamanupaktura ay tumaas noong Nobyembre at Disyembre 2015, at nadagdagan ang trabaho.","Noong Nobyembre at Disyembre 2015, sa paghina ng dolyar ng Canada, ang mga benta at pag-export ng pagmamanupaktura ay nadagdagan at tumaas ang trabaho.",1
37857,"Sinimulan ni Burki ang kanyang karera sa Switzerland sa loob ng isang taon, hanggang sa bumalik siya sa Paris upang magtrabaho sa rotogravure mula 1971 hanggang 1979.",Sinimulan niya ang kanyang karera sa Switzerland sa loob ng isang taon hanggang sa bumalik siya sa Paris mula 1971 hanggang 1979 upang magtrabaho sa gravure.,1
2031,Mula noong 1984 si Patricia Dale ay ikinasal kay Patricia Meyer at magkasama silang may dalawang anak na lalaki: Ryan (ipinanganak 1988) at Blake (ipinanganak 1992).,Si Dale ay ikinasal kay Patricia Meyer mula pa noong 1984 at magkasama silang may dalawang anak na lalaki: Ryan (ipinanganak 1988) at Blake (ipinanganak 1992).,1
24552,Nakuha ng CTVglobemedia ang istasyon ng CFXJ-FM sa Toronto noong 2010 mula sa Milestone Radio.,Nakuha ng CTVglobemedia ang istasyon ng Toronto na CFXJ-FM mula sa Milestone Radio noong 2010.,1
42574,"Maaari itong matagpuan sa buong gitnang rehiyon ng palearctic, mula sa Turkey, Cyprus at Lebanon, sa pamamagitan ng Pakistan, Iran, Afghanistan at hilagang Iraq hanggang sa Kashmir.","Matatagpuan ito sa buong gitnang Rehiyon ng Palaearctic, mula sa Turkey, Cyprus at Lebanon, silangan sa pamamagitan ng Pakistan, Iran, Afghanistan at hilagang Iraq hanggang Kashmir.",1
31097,"Kumuha siya ng kanlungan sa London kasama ang kanyang pamilya noong 1938, at ang pamilya ay nanirahan sa East Finchley sa hilaga ng Inglatera, kung saan nag-aral siya sa Tollington Hill School.","Kasama ang kanyang pamilya siya kinuha kanlungan sa London sa 1938, at ang pamilya nanirahan sa East Finchley, sa hilagang England kung saan siya nag-aral sa Tollington Hill School.",1
29598,"Kirk Deighton ay nagsilbi sa ibabaw ng Route 780, Harrogate sa Wetherby, at Route X70, Kirk Deighton sa Knaresborough sa pamamagitan ng Wetherby at Spofforth.","Ang Kirk Deighton ay pinaglilingkuran ng ruta 780, Harrogate hanggang Wetherby, at ruta X70, Kirk Deighton hanggang Knaresborough sa pamamagitan ng Wetherby at Spofforth.",1
27829,Ang Somaiya Vidyavihar ay isang pang-edukasyon na kampus sa suburb ng Vidyavihar sa Mumbai.,Ang Somaiya Vidyavihar ay isang pang-edukasyon na kampus na matatagpuan sa Mumbai suburb ng Vidyavihar.,1
36848,"Dalawang bago, malalaking lugar ng palakasan binuksan noong 2001: ang Ralph Engelstad Arena at ang Alerus Center.","Noong 2001, dalawang bagong malalaking pasilidad sa palakasan ang binuksan: ang Ralph Engelstad Arena at ang Alerus Center.",1
32824,Ito ay isinulat ni Jeff Melman at sa direksyon nina Tom Spezialy at Marc Cherry.,Ito ay isinulat ni Jeff Melman at pinamamahalaan nina Tom Spezialy at Marc Cherry.,1
37801,"Natuklasan ng isang karagdagang pag-aaral na ang direktang tagapagtaguyod ay isa sa libu-libong proximal target ng transcription factor , Myc , in vivo .",Natuklasan ng isang karagdagang pag-aaral na ang direktang tagapagtaguyod ay isa sa libu-libong proximal target ng transcription factor na Myc in vivo.,1
4003,"Mayroong maraming mga organisasyon ng mag-aaral sa campus, kabilang ang mga relihiyosong grupo, akademikong grupo, at mga grupo ng aktibidad ng mag-aaral.","Mayroong maraming mga organisasyon ng mag-aaral na magagamit sa campus, kabilang ang mga relihiyosong grupo, akademikong grupo, at mga grupo ng aktibidad ng mag-aaral.",1
31299,"Makalipas ang anim na oras , bumalik si Corey ngunit hindi si Pierson , at sinabi ni Corey na hindi niya alam kung nasaan si Pierson .","Makalipas ang anim na oras , bumalik si Corey , ngunit hindi ito ginawa ni Pierson , at inaangkin ni Corey na hindi niya alam kung nasaan si Pierson .",1
22046,Ang mga kulturang Huling Neolitiko ay may kaugnayan sa pagkalat ng mga taong nagsasalita ng Mon Khmer mula sa Malaysia at sa lambak ng Ayeyarwady at mga pag-unlad ng Huling Neolitiko sa Timog Tsina.,Ang mga kulturang Huling Neolitiko ay may kaugnayan sa pagkalat ng mga taong nagsasalita ng Mon Khmer mula sa Malaysia at sa Lambak ng Ayeyarwady at sa mga pag-unlad ng Huling Neolitiko sa katimugang Tsina.,1
25750,"Ang Bonchurch ay matatagpuan sa katimugang baybayin ng Isle of Wight, Inglatera sa silangan lamang ng nayon ng Monks Bay.","Matatagpuan ito sa katimugang baybayin ng Isle of Wight, Inglatera, sa silangan ng nayon ng Monks Bay.",1
5124,Pinagbibidahan ito ni James Craig at isinulat nina Devon at Richard Devon.,Ito ay gumaganap bilang mga bituin ni James Craig at isinulat nina Devon at Richard Devon .,1
6883,"Pinagbibidahan nina Holly Hunter at Tim Robbins , ang serye ay nakatuon sa isang kontemporaryong pamilya na may maraming lahi sa lugar ng Portland.","Ang serye, na inookupahan nina Holly Hunter at Tim Robbins, ay nakatuon sa isang kontemporaryong pamilya na may maraming lahi sa lugar ng Portland.",1
9122,Ang mga koponan ay kailangang gumamit mula sa malayo ng isang tradisyunal na tribal club upang talunin ang mga kaldero.,Ang mga koponan ay kailangang gumamit ng isang tradisyunal na tribal club mula sa malayo upang pindutin ang mga kaldero .,1
4313,"Ang mga bus ay tumatakbo mula sa hintuan ng bus patungong Baildon, Bradford, Cleckheaton, Dewsbury, Elland, Halifax, Huddersfield, Leeds, Shipley at Wakefield.","Ang mga bus ay tumatakbo mula sa istasyon ng bus patungong Baildon, Bradford, Cleckheaton, Dewsbury, Leeds, Huddersfield, Elland, Halifax, Shipley at Wakefield.",1
6517,"Si Soto ay ipinanganak sa Fort Worth, ngunit sa edad na isang taon ay lumipat sa Monterrey sa Mexico.","Si Soto ay ipinanganak sa Fort Worth, ngunit lumipat sa Monterrey, Mexico, sa edad na isa.",1
24694,Ang Ilog Frasin ay isang tributary ng Ilog Straja sa Romania.,Ang Ilog Frasin ay isang tributary ng Straja River sa Romania.,1
