text,summary
"A community interest company appointed by the city council in March is running the parade and ticketed festival. The parade started at 11:00 BST from Madeira Drive and takes in King's Road, West Street and North Street before travelling up the A23 to Preston Park. Sussex Police said 28,000 tickets had been sold with delays of up to two hours for entry to the park. Jason Simons, 42, from London, who wore a pair of high heels and skimpy shorts, said: ""Pride in Brighton always puts on a good show. ""Everyone gets into the spirit of it, and it has got something for everyone. I absolutely love it."" Alexandra Burke, the Freemasons and Fatboy Slim will headline the festival in the park. The event was free until 2010, but Pride events were dogged by money problems and complaints about overcrowding and litter. Trevor Edwards, the director of Pride Brighton and Hove, described the event as the ""highlight in the city's cultural calendar for LGBT residents, friends and visitors alike"". One man was taken to hospital ""after dancing out of a window"", Sussex Police said. 'Rebuild bridges' Drag entertainer Stephen Richards, who performs as Lola Lasagne, said this year's Brighton and Hove Pride was going back to its roots. ""Pride is a celebration of everything we have here,"" he said. The festival is usually held in August but was delayed this year to avoid a clash with the London Olympics. ""Pride is a great showcase for the city and one of the biggest events in the calendar,"" said Sussex Police Chief Supt Graham Bartlett. ""It will be business as usual in the city centre, although we do expect some temporary disruption to traffic."" Police have warned that anyone holding unlicensed events, including on the beach, could face prosecution.",Tens of thousands of visitors have gathered in Brighton and Hove for the city's 20th Pride festival.
"May, Clarkson's co-presenter on the BBC motoring show, suggested those who sent the online abuse ""do the world a much bigger favour by killing yourself"". ""Obviously I don't actually want people to kill themselves but, really, we don't want them as fans,"" May added. Perkins quit Twitter earlier this week, following the abusive tweets. ""I am off Twitter for a bit,"" she tweeted on Tuesday, signing off: ""Love and peace."" The presenter, who hosts BBC One's The Great British Bake Off, tweeted that some of the threats she had received included someone who ""suggested they'd like to see me burn to death"", while her timeline ""has been full of blokes wishing me dead"". She described the suggestion that she was taking the Top Gear job as an ""utterly fabricated story"". Clarkson was dropped by the BBC in March after a ""fracas"" during which he punched producer Oisin Tymon. Perkins was among several names being speculated over as possible replacements for Clarkson. Last week she was announced as being the bookmakers' favourite to replace Clarkson. Bookmakers Coral said she was the front-runner for the job, followed by Dermot O'Leary and then Jodie Kidd. Perkins fronts several other TV shows, including programmes on travel and the Edinburgh Festival on BBC Two and a Sky Atlantic Game of Thrones live discussion spin-off called Thronecast. May is currently preparing to tour a Top Gear spin-off around the UK alongside Clarkson and fellow co-host Richard Hammond. There has been no further announcement as to whether he and Hammond will continue to front the BBC show following Clarkson's departure.",Presenter James May has condemned those who sent death threats to Sue Perkins over reports she was replacing Jeremy Clarkson on Top Gear.
"The 13 ft-high (4 metre) memorial in Paragon Street is close to the city's maritime museum. It honours the lives lost at sea in peace and war and was commissioned by the Merchant Navy Association. Councillor Stephen Brady, leader of Hull City Council, said the £30,000 memorial was ""something I feel the city should have had long ago"". It was a ""reminder of the sacrifices and contributions made to the city by the Merchant Navy"", he added. Eddie Piercy, chairman of Hull Independent Merchant Navy Association, said the seamen's contribution to the ""wealth, culture and heritage of Hull has been instrumental in giving the city its own distinctive independent character."" King George V granted the title Merchant Navy to the UK's shipping industry after World War One to recognise the seamen's contribution to the battle. The UK's merchant fleet was the largest in the world during World Wars One and Two.","A memorial to the seamen of the Merchant Navy in the shape of a ship's bow, has been unveiled in Hull."
"Members of the Rail, Maritime and Transport (RMT) union and the Transport Salaried Staffs Association (TSSA) will walk out from 18:00 GMT on 8 January. However, plans for an RMT driver walkout on the Central Line on Christmas Eve has now been suspended. The unions said abuse against staff had increased since staff levels were cut and ticket offices closed. RMT general secretary Mick Cash said working on the Tube had become ""horrific"" because of ""the toxic impact of the job cuts programme"". ""With the constant overcrowding on stations and platforms, it is only a matter of time before there is a major tragedy if we don't act decisively,"" he said. Manuel Cortes, the general secretary of the TSSA, said workers were ""fed up of being made scapegoats for passenger frustrations"". A recent review commissioned by London Mayor Sadiq Khan found the office closures had caused ""significant issues"" for passengers but said they should not be reopened. Steve Griffiths, chief operating officer for London Underground, said it was ""working with unions"" and additional staff were being employed ""to provide a better service for our customers"". The planned walkout on the Central Line had been organised by the RMT because of the ""overly harsh"" dismissal of a driver for gross misconduct after he passed a red signal. Peter McNaught, operations director for the Central Line, said the driver had ""potentially put the safety of others at risk"" and a ""full and fair disciplinary process"" was carried out.",Thousands of Tube workers are to hold a 24-hour strike in a row over jobs and ticket office closures.
"Middlesbrough Council issued the fine saying TJ Hughes was not an ""essential"" retailer and should be closed. But the firm said its store is ""entitled to remain open"" as it sells food, hardware and gardening supplies. TJ Hughes closed the Middlesbrough store ""voluntarily"". The council has been contacted for comment. The firm said some local authorities have allowed local branches to remain open but others, like Middlesbrough, have challenged it. Chief Operating Officer Jason Harmer said: ""TJ Hughes takes public health extremely seriously. We also always seek to act within the parameters of the law. ""We have voluntarily closed some of our stores on a site by site basis but TJ Hughes has a responsibility to its staff and others to continue trading safely. ""It is therefore the intention to legally challenge the local authorities' positions. It is wholly nonsensical that TJ Hughes stores be asked to close when other similar mixed retail stores remain open nationwide."" The council previously said the town's infection rate is ""alarmingly high"" and it was taking action to protect public health. In the seven days up to and including 15 November, Middlesbrough reported 622 cases, with an infection rate of 441.2 per 100,000 of the population, according to figures. Under the current restrictions only essential retail such as food shops, supermarkets, pharmacies, hardware stores and off-licences should be open, together with other permitted retail such as garden centres. Non-essential retail, such as clothing, electrical and homeware stores should be closed other than for click-and-collect. Follow BBC North East & Cumbria on Twitter, Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.","Department store TJ Hughes is ""legally challenging"" a council which fined it £17,000 for opening during the coronavirus lockdown."
"The Northern Ireland Composite Economic Index (NICEI) covering the period October - December 2012 estimates that economic activity increased by 0.4%. The index has risen in three of the last four quarters with an annual rise of 0.3% over the year. Economic activity is now back at 2004 levels. This suggests a weak recovery following a very deep recession. This is the second set of results from the index, which is the official measure of the region's overall economic performance.",The Northern Ireland economy grew slightly in the last three months of 2012 according to results from a new survey published on Wednesday.
"Carr, who plays forensic examiner Clarissa Mullery, was with her personal assistant when the assault happened near London's Euston station. A man has been detained under the Mental Health Act, police said. ""Thanks to everyone who has sent their love and good wishes following last week's stabbing,"" Carr said. ""Just to reassure you that whilst it was very frightening at the time, I came out of it relatively unscathed and was even back home later that night. ""Looking forward to returning to filming on Silent Witness next week where thankfully all the violence is fake!"" The 45-year-old, who uses a wheelchair, suffered minor cuts. Both women were taken to hospital and later discharged. She also tweeted: ""I want to say an extra thank you to the amazing paramedics, ambulance crew & A&E staff #SaveTheNHS."" The incident happened on 10 August. A Scotland Yard spokesperson said: ""A man - aged in his 20s - was arrested at the scene on suspicion of GBH. ""He was taken into custody at a north London police station. He was subsequently detained under the Mental Health Act."" Carr, also a comedian whose recent work includes Assisted Suicide: The Musical, has been using a wheelchair since she was seven. Two days after the attack, her Silent Witness co-star Emilia Fox described Carr on Twitter as ""one of the most phenomenal women alive, thank goodness!"". Carr replied by thanking Fox for ""all the love today and always"". Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","Silent Witness actress Liz Carr has said being attacked by a man with scissors was ""very frightening"" but that she was ""relatively unscathed""."
"He said additional staff, including a specialist trauma surgeon, have been recruited to deal with casualties. Every year about 40,000 visitors from all over the world visit the island during the festival fortnight. Mr Quayle added: ""We are expecting to spend between £200,000 and £300,000 to fund extra services during the period."" Every June Noble's Hospital in Braddan sees a peak in the number of people needing treatment for broken bones. ""Numbers vary from year to year but we have brought over a specialist trauma surgeon for two weeks,"" continued Mr Quayle. ""We have also recruited four experienced registered nurses for Accident and Emergency. Some years are relatively quiet and others extremely busy."" ""Huge fan"" In previous years, the TT is estimated by the government to have contributed £19m to the island's economy, with £3.5m heading to the exchequer. On any one day the number of tourists visiting the Isle of Man during festival fortnight can be 25,000. ""It is a great thing for the island and I'm a huge fan myself but we have to realise it does come at a cost,"" continued Mr Quayle. ""Having said that the hospital does an excellent job - I hear nothing but praise.""","The hospital bill for the TT festival is expected to run into ""hundreds of thousands of pounds"", the Manx Health Minister Howard Quayle has confirmed."
"Built in 1797, the Ditherington Flax Mill was the world's first iron-framed building and has been derelict for more than 20 years. Plans have been discussed to develop the English Heritage-owned site to provide employment, housing, social and leisure opportunities. The plans will be on show at the Flax Mill on Friday and Saturday. Planning and listed building applications were due to be submitted in July and it was hoped funding will be secured in time to allow work to start next year. Skyscraper design Various possible sources of funding were being explored for the development, including Heritage Lottery Funding. The Ditherington Flax Mill was used to process flax for 100 years before being converted into a maltings. The mill was built around an iron frame in a technique adapted in the rebuilding of Chicago in the late 19th Century and for skyscrapers such as New York's Empire State Building. English Heritage and architects Feilden Clegg Bradley Studios have been working together with support from Shropshire Council, English Heritage, Advantage West Midlands and the Homes and Communities Agency.",The latest designs for the future of a historic Shropshire mill site have been put on display to the public.
"David CornockParliamentary correspondent, Wales The number of Welsh MPs will fall from 40 to 29 at the next general election as part of a move to reduce the number of MPs across the UK from 650 to 600. The changes are being made as a result of rules that require broadly equal numbers of voters in each constituency. Welsh constituencies currently have, on average, fewer voters than English ones. Changes that would have cut the number of Welsh MPs from 40 to 30 were blocked by the Liberal Democrats during the coalition government after an outcry from Labour MPs. Stand by for a repeat of that row. Today's revised proposals are based on new figures on the electoral register. The average number of voters in each constituency, according to the Office for National Statistics, is 54,300 in Wales, 66,700 in Scotland, 68,200 in Northern Ireland and 70,100 in England. The Boundary Commission for Wales said it would publish ""initial proposals"" for Welsh constituencies later this year, to be followed by a period of consultation. The new map will be drawn with the goal of ensuring each seat has between 71,031 and 78,507 electors. The average size of the electorate per constituency across the UK is 74,769, with the electorate of each constituency having to be within 5% of that - meaning each must have between 71,031 and 78,507 voters. Under the proposals, England will lose 32 MPs, Northern Ireland one and Scotland six to create a smaller House of Commons.",Wales will lose more than a quarter of its MPs under a review of parliamentary constituencies.
"Ruth Taylor, 74, from Fleur-de-Lis, died after she was hit by a car on Pen-y-Bryn Terrace, Pontllanfraith, Caerphilly county, on 9 November. Her family described her as ""the most loving, loyal and generous mother, nanny, wife, sister and friend there was possible to have"". A tribute read: ""She will continue to be a part of us all for the rest of our days."" The crash at 08:25 GMT on Monday involved a blue Toyota Yaris. Gwent Police has appealed for dash-cam footage from motorists who were in the area.",Tributes have been paid to a woman killed in a car crash.
"By Caroline LowbridgeBBC News Naomi Watson had walked up Mam Tor to take photos on Christmas Eve, while Jake Albon had gone there to propose to his girlfriend Chantal Percival. Naomi quickly started snapping when she saw Jake get down on one knee. The couple, from Derby, only realised the photos existed when Naomi posted on Facebook in a bid to identify them. Jake, 28, said it was ""unreal"" to discover the photos, after one of his friends tagged him in the Facebook post to say congratulations. ""It's so nice that someone managed to capture it. It's a great way to end such a strange year,"" he said. ""We've spent more time than ever together this year, at work and at home, and it's been incredible having Chan with me along the way. I really don't know what I would have done without her."" The couple have been together for two and a half years. They met through work as they are both teachers at the same school. Chantal, 35, said the proposal was a ""complete surprise"". ""It was freezing cold and Jake took me to Mam Tor because I like walking,"" she said. ""Despite being with Jake the whole time throughout the lockdowns and difficult year we have had, I still said yes and I am very happy that I did."" Jake managed to capture the proposal on video by pretending he was taking a selfie with his mobile phone. ""He managed to trick me by saying it was a photo, then I realised he had done the video,"" said Chantal. The couple plan to get married in 2022, and hope that the coronavirus pandemic will be over by then. Follow BBC East Midlands on Facebook, Twitter, or Instagram. Send your story ideas to eastmidsnews@bbc.co.uk.",A marriage proposal at a Peak District beauty spot was captured by chance when a keen-eyed photographer spotted the special moment.
"The Technology and Logistics Centre will be the first major business to open at Oldlands Farm Business Park on the northern edge of Bognor Regis. Arun District Council wants to develop the area as part of its Enterprise Bognor Regis initiative. MP Nick Gibb said the centre would encourage other companies to move in. Transfer workers The new centre, due to open in 2016, will have three functions as an inbound warehouse for production parts, a distribution centre and a finished car store and workshop for car preparation. It will employ about 200 people but many of them will transfer from existing locations. Cars will continue to be built at the BMW-owned company's HQ at Goodwood, where about 1,500 people work. Rolls-Royce said the centre would take advantage of the Bognor Regis Northern Relief Road, due to open in 2015. ""This is a significant development and it reinforces our commitment to the area here,"" said chief executive Torsten Müller-Ötvös. ""Demand is growing and we needed to free some space. It gives us freedom to grow further."" Mr Gibb, Conservative MP for Bognor Regis and Littlehampton, said the centre was a major boost to the Bognor Regis enterprise zone bid. ""The very fact that Rolls-Royce is investing so much money in creating a facility three quarters of the size of the Goodwood facility in our town will in the near future encourage a lot of other companies,"" he said.","Luxury car maker Rolls-Royce is planning a new technology centre in West Sussex, eight miles from its main production plant at Goodwood."
"A total of £15m is needed to fully restore Delapre Abbey, in Northampton, which is Grade II* listed. Northampton Borough Council has put in a bid for £284,000 to the lottery fund for the first stage of funding to prepare an application. It will then apply for a £3.5m restoration grant in the second stage. Leader of Northampton Borough Council David Palethorpe said: ""We want Delapre Abbey to be an important landmark on the local and national heritage map and a major attraction that brings people to Northampton. ""Support from the heritage lottery fund would allow us to take an exciting step forward in preserving this really important and beautiful building and its wonderful grounds."" The council has recognised the abbey as its principle heritage priority and pledged to support it with a restoration fund of about £800,000 to encourage other organisations to invest.",A bid for nearly £4m to start work on restoring an 850-year-old abbey in Northamptonshire is being made to the Heritage Lottery Fund.
"Eight organisations have called for action following reports of elephant meat being sold openly in markets. Armed rebels seized power and ousted President Francois Bozize in March after a peace deal collapsed. Wildlife park staff say the security situation is preventing them from searching forests for animal carcasses. The World Wildlife Fund (WWF) said its offices in the protected Dzanga-Sangha area had been looted three times in the past month and it had pulled out workers. 'Fearing the worst' The UNESCO World Heritage Site has been home to an estimated 3,400 forest elephants, which are smaller than those on the African savannahs. But a recent study, lead by the Wildlife Conservation Society (WCS), showed forest elephant numbers had decreased by 62% across Central Africa over the last 10 years. The WCS met with seven other groups, including the WWF and the African Parks Network, on Friday to propose ways for governments to tackle the problem. They said penalties should be increased and better links built with consumer countries such as China and Thailand. It is not known how many elephants have died in the recent spate of killings, which are believed to be part of a wider surge in poaching fuelled by growing Asian demand for ivory. ""Elephant poaching is on the increase and given the fact that Central African Republic for the moment is also in dire straits we are fearing for the worst in terms of people trying to look seriously for ivory,"" said Bas Huijbregts, head of policy for WWF's campaign against poaching in Central Africa. ""Given the total absence of any type of law enforcement and rule of law in the area, there is elephant meat all over the place,"" he told the Associated Press. Representatives from the region's governments are understood to meeting next week to discuss the proposals.","Poachers are taking advantage of instability in the Central African Republic (CAR) to kill more endangered elephants, wildlife campaigners say."
"Gordon Green, from Llanwrtyd Wells, Powys, launched the events after the decline of pony-trekking in the area in the 1970s, hosting other events like last year's World Alternative Games. He received the accolade at the National Tourism Awards in Llandudno marking 40 years' work. ""It's an honour,"" said Mr Green. The World Bog Snorkelling Championship sees competitors swim up and down a muddy trench. But the first event hosted was the Man v Horse race in 1980, which is now an annual event. Gravy wrestling Mr Green stepped down as chairman of not-for-profit Green Events Ltd in 2009 but returned last year to help host the World Alternative Games. Events included worm charming, underwater hockey, gravy wrestling, Russian egg roulette and wheel barrow racing. Thursday night's awards were staged by Visit Wales, in partnership with the Wales Tourism Alliance, saw the Young Tourism Entrepreneur award go to Phil Scott and Tom Ashwell who run RibRide at Anglesey, leading adventure boat tours on Menai Strait. They started the business in 2005 with a single used boat and now have four along with two park-and-launch boat yards, five full time staff, two part time staff and 10 self employed workers.",The creator of bog snorkelling and wife-carrying events has been given an outstanding achievement award for putting mid Wales on the tourism map.
"Infrastructure Minister Phil Gawne applied for £1.7m to stabilise the Victorian structure. The move met with opposition from some Tynwald members who felt the money should be spent on front-line services in health and education instead. Mr Gawne said: ""The suggestion the money should be spent on doctors and nurses is a cheap line to trot out."" He added: ""If this safety work isn't done then ultimately somebody would have to be responsible and that somebody is probably me. ""Quite frankly, I don't fancy a six month imprisonment or £20,000 fine for failing to make this structure safe."" Despite this initial funding the future of the pier is still in doubt as no funds have been allocated to restore it. Friends of the Queen's Pier in Ramsey say restoration would encourage revival in the north of the Isle of Man. The Pier was originally built in 1886 at a cost of about £45,000.",A move to improve the safety of the Queen's Pier in Ramsey has been approved by Tynwald.
