id,premise,choice1,choice2,question,label,mirrored
1118,Ang estudyante ay natuto ng karamihan ng pagkakamali.,Siya'y nakipag - usap sa guro.,Minaliit ng guro ang kaniyang araling - bahay.,cause,2,1
1150,Ang pasyente ay nakadama ng kaligayahan.,Dinalaw siya ng pamilya ng pasyente.,Naibsan ang mga sintomas ng pasyente.,cause,1,1
1005,Ang mga panauhin ng partido ay nagdala ng mga kandila.,Iyon ay isang birthday party.,Iyon ay isang sorpresang parti.,cause,1,1
300,Ang lalaki ay nagpasalamat na siya'y buháy.,Siya ay gumaling sa kanser.,Ang kaniyang asawa ay nasuri na may kanser.,cause,1,0
119,Ang mga kamay ng bata ay nangangatog.,Binalak niyang tanungin ang babae.,Malamig at pawis ang kaniyang mga palad.,cause,1,0
445,Ang peryodista ay sumulat ng isang talambuhay tungkol sa buhay ng mapagkawanggawa.,Ang mapagkawanggawa ay mahirap kapanayamin ng peryodista.,Ang peryodista ay naintriga sa gawa ng mapagkawanggawa.,cause,2,0
438,Nadama ng lalaki na obligado siyang dumalo sa okasyong iyon.,Ipinangako niya sa kaniyang kaibigan na siya'y aalis.,Tinanggihan niya ang paanyaya ng kaniyang kaibigan na pumunta.,cause,1,0
485,Inaresto ang babae.,Siya'y gumawa ng pagsalakay.,Sinuri niya ang rehab.,cause,1,0
1003,Nagulat ang mga babae.,Muling binuksan ang cafe sa isang bagong lokasyon.,Nais nilang mag-alsa sa isa't isa.,cause,1,1
1360,Ang tin - edyer ay nagkaroon ng maraming bagong kaibigan.,Sumali siya sa koponan ng basketbol.,Bigla siyang lumaki.,cause,1,1
1187,Hiniwa ng batang lalaki ang kaniyang kamay sa buhangin.,Siya ay nagtatayo ng isang kastilyong buhangin.,Nagtitipon siya ng mga kabibi sa buhangin.,cause,2,1
1364,Hindi ako nag - alala sa pagbagsak ng aking computer.,Sinuhayan ko ang aking mga files.,Nag - download ako ng virus.,cause,1,1
1096,Ang babae ay humanap ng trabaho.,Tumanggap siya ng bonus sa suweldo.,Ang kaniyang asawa ay natanggal sa trabaho.,cause,2,1
385,Nasumpungan ng katiwala ng aklatan ang aklat sa mga salansanan.,Humingi ako ng tulong sa katiwala ng aklatan.,Sinuri ang aklat.,cause,1,0
1411,Ang bola ng bowling ay hindi nakatuktok sa anumang bowling pins.,Ibinaba ng lalaki ang bola sa kaniyang paa.,Pinagulong ng lalaki ang bola sa bowling sa iskinita.,cause,1,1
1193,Initago ng estudyante ang kaniyang marka sa pagsusulit sa kaniyang mga kaklase.,Nakatanggap siya ng perpektong iskor.,Nagkunwari siyang interesado sa klase.,cause,2,1
1300,Ang lalaki ay nanlumo.,Ang kaniyang asawa ay nasuri na may kanser.,Siya ay gumaling sa kanser.,cause,1,1
1021,Ang babae ay hindi na malungkot.,Nagkaroon siya ng bagong kaibigan.,Nanalo siya ng isang espesyeng bubuyog.,cause,1,1
28,Ang bata ay hindi na tinatablan ng sakit.,Natanggap niya ang bakuna para sa sakit.,Iniiwasan niya ang pagkahantad sa sakit.,cause,1,0
297,Ang lalaki ay naliligo.,Binuksan niya ang isang bagong bareta ng sabon.,Siya'y pawis na pawis dahil sa pagtatrabaho.,cause,2,0
1180,Pinaghinalaan ng ina na ang kaniyang anak na lalaki ay nabalisa.,Tumanggi siyang makipag - usap sa kaniya.,Iniiwasan niya ang pagtingin sa kaniya.,cause,1,1
1117,Nangako akong magbibigay ng tuwirang sagot sa tanong na ito.,Hindi ako komportable sa tanong na ito.,Gusto kong maging tapat.,cause,2,1
1161,Binigyan ng coach ang kaniyang manlalaro ng pag - alog sa ulo.,Nakakuha ng parusa ang manlalaro.,Ang manlalaro ay nakakuha ng puntos.,cause,1,1
1210,Pinayagan ng mga magulang ang kanilang mga anak na manood ng pelikula.,Ang pelikula ay inuri na R.,Ang pelikula ay masigla.,cause,2,1
1394,Pinuri ng ina ang kaniyang anak na babae.,Ang kaniyang anak na babae ang naglagay ng mesa sa kusina.,Ang kaniyang anak na babae ay sumagwan sa mesa sa kusina.,cause,1,1
1417,Pinatunog ng mga bata ang kampana sa bahay ng babae.,Niyurakan ng mga bata ang kaniyang hardin.,Ang mga bata ay nagpatama ng bola sa kaniyang bakuran.,cause,2,1
184,Hiniling ng tagapagpala na manatiling di - kilala.,Sinuportahan niya ang dahilan sa likod ng kaniyang donasyon.,Nais niyang panatilihin ang kaniyang pribadong buhay.,cause,2,0
350,Ang buhay - dagat ay nabawasan.,Ang mga bangka ay naglalayag sa karagatan.,Ang langis ay natapon sa karagatan.,cause,2,0
1493,Nakita ng lalaki ang isang bakanteng paradahan.,Natapos na ang parking meter.,Nakahilera siya sa nakaparadang mga sasakyan sa lansangan.,cause,2,1
1385,Sinabi sa akin ng katiwala ng aklatan na hindi ko maaaring hiramin ang aklat.,Sinuri ang aklat.,Humingi ako ng tulong sa katiwala ng aklatan.,cause,1,1
1040,Umupa ang babae ng isang public relation consultant.,Nagpasiya siyang tumakbo para manungkulan.,Ipinasiya niyang idemanda ang kaniyang amo.,cause,1,1
416,Hinampas ng hukom ang hitl.,Ipinahayag ng hurado ang hatol nito.,Ang hukuman ay nagkagulo.,cause,2,0
280,Ang mga salamin sa mata ng babae ay dumidilim.,Pumasok siya sa sauna.,Naupo siya sa tabi ng tipunang - tubig.,cause,1,0
243,Inantala ng pamilya ang pag - aayos ng mga tinik.,Ang paghula ay nangangailangan ng mga bagyo.,Iyon ay isang kapistahang dulo ng sanlinggo.,cause,1,0
1352,Ang parokyano ay inembaras sa cash register.,Ang displey sa bintana ay nakatawag ng kaniyang pansin.,Iniwan niya ang kaniyang pitaka sa bahay.,cause,2,1
1361,Hindi kaya ng pasyente ang paraan ng paggamot.,Ang pamamaraan ay magastos.,Inirekomenda ng mga dalubhasa ang pamamaraang ito.,cause,1,1
1211,Binasa ng babae ang email.,Sinikap ng nagpadala na mangilak ng salapi mula sa kaniya.,Humiling ang nagpadala ng sagot mula sa kaniya.,cause,2,1
96,Isinasama ng babae ang kaniyang pamilya sa bakasyon.,Ang kaniyang asawa ay natanggal sa trabaho.,Tumanggap siya ng bonus sa suweldo.,cause,2,0
1267,Ang mga sulat ay pinasabog sa aking buson.,Nabali ang takip ng buson.,Nagbakasyon ako sa loob ng dalawang linggo.,cause,1,1
5,Ang mga panauhin ng partido ay nagtago sa likod ng sopa.,Iyon ay isang birthday party.,Iyon ay isang sorpresang parti.,cause,2,0
323,Kinilala ang siyentipiko.,Natuklasan niya ang isang bagong uri.,Nakatanggap siya ng tenure sa unibersidad.,cause,1,0
40,Umupa ang babae ng isang abogado.,Nagpasiya siyang tumakbo para manungkulan.,Ipinasiya niyang idemanda ang kaniyang amo.,cause,2,0
26,Ang skydiver ay ligtas na sumasalimbay sa lupa.,Binuksan niya ang kaniyang parasyut.,Tumalon siya sa eroplano.,cause,1,0
420,Tinatakbo ng babae ang kaniyang daliri sa ilalim ng malamig na tubig.,Sinunog niya ang kaniyang daliri sa toaster.,Naglagay siya ng singsing na brilyante sa kaniyang daliri.,cause,1,0
1387,Tinawag ko ang ilang tunay na mga artista.,Naghahanap ako ng bagong apartment.,Ako'y umaalis ng aking apartment.,cause,1,1
1090,Ang bata ay nakipagtalastasan sa kaniyang lolo sa pamamagitan ng pagsulat.,Ang kaniyang lolo ay bingi.,Bulag ang kanyang lolo.,cause,1,1
1278,Inanyayahan ng babae ang kaniyang kapatid na babae para magkape.,Parang kapatid niya ang babae.,Ang babae ay malapit sa kaniyang kapatid na babae.,cause,2,1
1240,Ang koleksiyon ng mga larawan ng album ay lubhang pinahahalagahan.,Nagunita ng pamilya ang mga larawan.,Ang mga ito'y hindi pa rin nangyari sa loob ng maraming taon.,cause,1,1
334,Ang babae ay dumanas ng amnesia.,Nagkaroon siya ng alerdyi.,Naaksidente siya sa kotse.,cause,2,0
1126,Itinapon ng batang babae ang kaniyang mga damit.,Ang mga damit ay sira - sira.,Siya ang nag - aalis ng mga damit.,cause,1,1
1241,Nagumon ako sa aking pakikipag - usap sa babae.,Naglalahad ang babae ng isang nakakatawang kuwento.,Lahat ng nasa silid ay nag - uusap.,cause,1,1
67,Natuto akong maglaro ng board game.,Mali ang ginawa ng kaibigan ko.,Ipinaliwanag sa akin ng kaibigan ko ang mga tuntunin.,cause,2,0
356,Ang empleado ay naubusan ng trabaho.,Nakipag - ugnayan sa kaniya ang kaniyang pamilya.,Namatay ang kaniyang pamilya.,cause,2,0
1466,Napansin ng lalaki na ang babae ay mahilig sa alahas.,Nagupit ang buhok ng babae.,Ang babae ay nagsuot ng pulseras.,cause,2,1
302,Nag - atubili ang babae na magpalit ng karera.,Malaki ang kinikita niya sa kaniyang kasalukuyang hanapbuhay.,Nagbata siya ng maraming kaigtingan sa kaniyang kasalukuyang trabaho.,cause,1,0
256,Lumipat ang mga kotse sa balikat ng daan.,Lumapit ang isang sumisigaw na ambulansiya.,Ang ilaw trapiko ay naging berde.,cause,1,0
212,Inalis ng pulisya ang babae mula sa talaan ng mga pinaghihinalaan.,Tinanong siya ng mga pulis.,Sinuri ito ng kaniyang alibi.,cause,2,0
180,Nagsuspetsa ang ina na nagsisinungaling ang kaniyang anak.,Tumanggi siyang makipag - usap sa kaniya.,Iniiwasan niya ang pagtingin sa kaniya.,cause,2,0
106,Nagunita ng kompanya ng gamot ang droga.,Ang mga gumagamit ay muling nagreseta ng kanilang mga reseta.,Iniulat ng mga gumagamit nito ang mapanganib na masasamang epekto.,cause,2,0
1323,Nagpatuloy ang siyentipiko sa kaniyang patuloy na pananaliksik.,Nakatanggap siya ng tenure sa unibersidad.,Natuklasan niya ang isang bagong uri.,cause,1,1
24,Kinansela ng punong-abala ang partido.,Siya'y nag - aalala na baka siya'y magkaroon ng trangkaso.,Natitiyak niya na siya ay may trangkaso.,cause,2,0
1305,Ang babae ay nanatili nang gabing - gabi na sa bar.,Pamilyar siya sa barnder.,Siya ang itinalagang tsuper para sa gabing iyon.,cause,1,1
1256,Lumipat ang mga kotse sa interseksiyon ng daan.,Ang ilaw trapiko ay naging berde.,Lumapit ang isang sumisigaw na ambulansiya.,cause,1,1
1024,Ang babae ay nabakunahan.,Natitiyak niya na siya ay may trangkaso.,Siya'y nag - aalala na baka siya'y magkaroon ng trangkaso.,cause,2,1
1356,Muling nakipagkaibigan ang babae sa malalayong kamag - anak.,Nakipag - ugnayan sa kaniya ang kaniyang pamilya.,Namatay ang kaniyang pamilya.,cause,1,1
150,Pinauwi ng ospital ang pasyente.,Naibsan ang mga sintomas ng pasyente.,Dinalaw siya ng pamilya ng pasyente.,cause,1,0
1123,Nawasak ang loob ng tren.,Ang tren ay bumaba sa riles.,Ang tren ay naglakbay sa isang tunel.,cause,1,1
1197,Muling nawasak ang aking paglipad.,Nakakita ng mga buhawi sa lugar na iyon.,Ako'y ikinulong sa seguridad ng paliparan.,cause,2,1
1302,Ang babae ay nagbitiw kamakailan sa kaniyang trabaho.,Malaki ang kinikita niya sa kaniyang kasalukuyang hanapbuhay.,Nagbata siya ng maraming kaigtingan sa kaniyang kasalukuyang trabaho.,cause,2,1
117,Iniiwasan kong magbigay ng tuwirang sagot sa tanong na ito.,Hindi ako komportable sa tanong na ito.,Gusto kong maging tapat.,cause,1,0
158,Tinakpan ng babae ang kaniyang mga tainga.,Naamoy ng babae ang usok.,Sumindi ang alarma sa sunog.,cause,2,0
1019,Nakilala ko ang tumawag.,Ipinakilala sa akin ng tumawag ang kaniyang sarili.,Ang tumawag ay nagpaalam sa akin.,cause,1,1
182,Isang bunganga ng bulkan ang nabuo sa buwan.,Isang kometa ang dumaan sa buwan.,Isang kometa ang bumangga sa buwan.,cause,2,0
10,Nagsampa ng reklamo ang parokyano sa manedyer ng tindahan.,Ang ahenteng kasama niya ay kumilos nang walang galang sa parokyano.,Ang mga benta na nag - uugnay sa mamimili ay nagpataw sa parokyano.,cause,1,0
1301,Hindi kailanman ginamit ng babae ang kaniyang credit card.,Tinanggap niya ang kaniyang buwanang kuwenta.,Mas gusto niyang magbayad sa pamamagitan ng pera.,cause,2,1
1108,Pinalitan ko ang sahig ng bagong baldosa.,Ako'y nagbubo ng katas sa sahig.,Ang sahig ay permanenteng nabahiran.,cause,2,1
1158,Tinakpan ng babae ang kaniyang ilong.,Sumindi ang alarma sa sunog.,Naamoy ng babae ang usok.,cause,2,1
371,Muling-elektado ng lungsod ang alkalde.,Tinupad ng alkalde ang kaniyang mga pangako.,Binawas ng lungsod ang badyet nito.,cause,1,0
108,Hinapak ko ang sahig sa pamamagitan ng tuwalyang papel.,Ang sahig ay permanenteng nabahiran.,Ako'y nagbubo ng katas sa sahig.,cause,2,0
1026,Ang skydiver ay nagsimulang bumagsak.,Binuksan niya ang kaniyang parasyut.,Tumalon siya sa eroplano.,cause,2,1
65,Dinala ng pamilya ang kanilang aso sa beterenaryo.,Sinaktan ng aso ang kaniyang paa.,Ngumuya ang aso sa isang buto.,cause,1,0
369,Ang mga baso sa mesa ay natapon.,Hinango ng bata ang mantel.,Hinalaw ng bata ang mesa.,cause,1,0
1106,Itinaguyod ng kompanya ng gamot ang droga.,Ang mga gumagamit ay muling nagreseta ng kanilang mga reseta.,Iniulat ng mga gumagamit nito ang mapanganib na masasamang epekto.,cause,1,1
407,Nagpasiya akong manatili sa bahay nang gabing iyon.,Hinimok ako ng aking mga kaibigan na lumabas.,Ang paghula ay nangangailangan ng mga bagyo.,cause,2,0
1376,Ang batang babae ay kumuha pa ng isa pang aso.,Nakagat siya ng isang aso.,Iniligtas niya ang isang pinabayaang aso.,cause,2,1
200,Nakaramdam ang babae ng electric shock.,Hinampas niya ang pinto.,Sinunggaban niya ang pintoknob.,cause,2,0
1443,Pinuri ng guro ang mag-asawang mag-aaral.,Ang mga estudyante ay kapuwa tumanggap ng ekselenteng mga marka.,Ang kanilang mga tugon sa atas ay magkatulad.,cause,1,1
143,Ang taong iyon ay hinarap ng guwardiya.,Inabot ng lalaki ang kaniyang bulsa.,Itinanghal ng lalaki ang isang sandata.,cause,2,0
418,Pinalaya ng mga kidnaper ang bihag na panagot.,Sila'y nakatakas sa bilangguan.,Sila'y tumanggap ng salaping pantubos.,cause,2,0
241,Naabala ako sa aking pakikipag - usap sa babae.,Lahat ng nasa silid ay nag - uusap.,Naglalahad ang babae ng isang nakakatawang kuwento.,cause,1,0
443,Ang pares ng mga estudyante ay sinuring mabuti ng guro.,Ang mga estudyante ay kapuwa tumanggap ng ekselenteng mga marka.,Ang kanilang mga tugon sa atas ay magkatulad.,cause,2,0
412,Nalaman ng pamayanan ang pagkamatay ng taong iyon.,Ang kanyang obituwaryo ay lumitaw sa pahayagan.,Inilibing siya ng kanyang pamilya sa sementeryo.,cause,1,0
376,Ang batang babae ay may phobia sa mga aso.,Nakagat siya ng isang aso.,Iniligtas niya ang isang pinabayaang aso.,cause,1,0
240,Ang mga album ng larawan ay nagtipon ng alikabok sa atik.,Nagunita ng pamilya ang mga larawan.,Ang mga ito'y hindi pa rin nangyari sa loob ng maraming taon.,cause,2,0
340,Ang maselan na sanggol ay huminahon.,Niyanig ng mga magulang ang harapan ng sanggol.,Pinili ng mga magulang ang pangalan ng sanggol.,cause,1,0
1257,Ang bata ay nawalan ng amoy sa bareta ng sabon.,Ang bar ay naglalabas ng samyo.,Ang barangay ay madulas.,cause,1,1
411,Ang bola ng bowling ay bumagsak sa bowling pins.,Pinagulong ng lalaki ang bola sa bowling sa iskinita.,Ibinaba ng lalaki ang bola sa kaniyang paa.,cause,1,0
202,Ako'y likas na lumukso sa takot.,Narinig ko ang mga tao na naglalaro sa katabing silid.,Naramdaman ko ang isang lumalapit sa akin mula sa likuran.,cause,2,0
1065,Nabali ang ngipin ng aso.,Sinaktan ng aso ang kaniyang paa.,Ngumuya ang aso sa isang buto.,cause,2,1
360,Lumaking mas mataas ang tin - edyer kaysa sa kaniyang ama.,Bigla siyang lumaki.,Sumali siya sa koponan ng basketbol.,cause,1,0
1315,Inilagay ng doktor ang isang balutan ng yelo sa paa.,Ito'y malubhang nasugatan.,Ito'y malubhang nahawahan.,cause,1,1
1259,Inalis ng sikat na tao ang kaniyang sunglass.,Ayaw niyang makilala.,Nais niyang pasalamatan ang kanyang mga tagahanga.,cause,2,1
1182,Hindi nagkaroon ng bunganga ng bulkan sa buwan.,Isang kometa ang bumangga sa buwan.,Isang kometa ang dumaan sa buwan.,cause,2,1
1340,Nakatanggap ang mga magulang ng sertipiko ng kapanganakan.,Pinili ng mga magulang ang pangalan ng sanggol.,Niyanig ng mga magulang ang harapan ng sanggol.,cause,1,1
193,Ipinagmalaki ng estudyante ang kaniyang marka sa pagsusulit sa kaniyang mga kaklase.,Nagkunwari siyang interesado sa klase.,Nakatanggap siya ng perpektong iskor.,cause,2,0
1460,Napanalunan ng lalaki ang kompetisyon.,Ang kompetisyon ay nasabotahe.,Pinangambahan niya ang kaniyang mga kakompetensiya.,cause,2,1
480,Ang bulsa ng lalaki ay kumakalansi habang siya'y naglalakad.,Itinahi niya ang butas sa kaniyang bulsa.,Ang kaniyang bulsa ay punô ng mga barya.,cause,2,0
1454,May mapaglaruan ang bata.,Kinuha ng kanyang kapatid ang kanyang mga laruan sa kanya.,Ibinahagi niya ang kaniyang mga laruan sa kaniyang kapatid na lalaki.,cause,2,1
298,Maitim ang iskrin ng laptop.,Ang warranty ng laptop ay natapos na.,Namatay ang batirya ng laptop.,cause,2,0
1414,Ang babae ay nakakuha ng karagdagang kuwalipikasyon para sa kaniyang trabaho.,Naniniwala siya na ang mga nakatataas sa kaniya ay gumagawi nang walang etika.,Siya'y naghangad na humawak ng isang posisyong ehekutibo sa kompanya.,cause,2,1
257,Nawalan ng hawak ang batang lalaki sa bareta ng sabon.,Ang barangay ay madulas.,Ang bar ay naglalabas ng samyo.,cause,1,0
1330,Hindi makilala ng guwardiya ang magnanakaw.,Ang kamerang pangmanman ay hindi nakatutok.,Napansin niya ang ilang kahina - hinalang gawain.,cause,1,1
3,Nagkita-kita ang mga babae para magkape.,Muling binuksan ang cafe sa isang bagong lokasyon.,Nais nilang mag-alsa sa isa't isa.,cause,2,0
187,Ang timba ay pinunô ng bata ng buhangin.,Siya ay nagtatayo ng isang kastilyong buhangin.,Nagtitipon siya ng mga kabibi sa buhangin.,cause,1,0
1273,Hindi kailanman napansin ng lalaki ang babae.,Siya'y tumalikod sa kaniya.,Nakakuha siya ng kaunting pabango.,cause,1,1
330,Muling ginampanan ng security guard ang surveillance footage.,Ang kamerang pangmanman ay hindi nakatutok.,Napansin niya ang ilang kahina - hinalang gawain.,cause,2,0
1194,Pagod na pagod ang bata.,Nagalit siya sa kaniyang kapatid na babae.,Siya'y nagtungo sa kampo.,cause,1,1
1451,Hindi na ako naging padalus - dalos.,Inalis ko ang lason sa aking bakuran.,Ayaw ko ng poison ivy sa aking bakuran.,cause,1,1
1427,Hindi ako nasiyahan sa magandang soundtrack ng pelikula.,Isang matangkad na tao ang nakaupo sa harap ko.,Ang mag - asawa sa likuran ko ay nagbubulung - bulungan.,cause,2,1
201,Ang lalaki ay may lipstick sa kaniyang pisngi.,Pinamula siya ng babae.,Hinalikan siya ng babae.,cause,2,0
118,Nabilanggo ang estudyante.,Siya'y nakipag - usap sa guro.,Minaliit ng guro ang kaniyang araling - bahay.,cause,1,0
1036,Ang lalaki ay bumangon nang mas maaga.,Gusto niyang isara ang alarm clock.,Gusto niyang ipaplantsa ang kanyang pantalon bago magtrabaho.,cause,2,1
1128,Iniwan ng mga magulang ang kanilang mga anak sa isang guro.,Gumawa sila ng mga plano upang ipagdiwang ang kanilang anibersaryo.,Ang kanilang bunsong anak ay nagsimulang mag - aral sa preschool.,cause,2,1
1415,Hindi makita ng manlalaro ang bola.,Sinikap ng kaniyang kalaban na harangin ito.,Ito ay itinapon sa kanya ng kanyang teammate.,cause,1,1
176,Ipinasara ng ama ang telebisyon ng mga bata.,Gabi na para sa mga bata.,Ang mga bata ay nanonood ng mga cartoon.,cause,1,0
1288,Gustung - gusto ko ang aking chewing gum.,Naiwala ng gilagid ang lasa nito.,Binuga ko ang isang bula sa pamamagitan ng gilagid.,cause,2,1
301,Ang babae ay sumulat ng isang tseke sa kompaniya ng gas.,Tinanggap niya ang kaniyang buwanang kuwenta.,Mas gusto niyang magbayad sa pamamagitan ng pera.,cause,1,0
1207,Pinalawig pa ang pagpapaupa sa apartment ng mga nangungupahan.,Nakasundo nila ang kanilang kasera.,Hindi nila nabayaran ang kanilang upa.,cause,1,1
