gold_label,sentence1,sentence2
neutral,"Si Mayor Giuliani, kasama ang mga komisyonado ng Pulisya at Apoy at ang direktor ng OEM, ay mabilis na lumipat pahilaga at nagtatag ng isang emergency operations command post sa Police Academy.",Mahigit na dalawang dosenang tao ang sa wakas ay nasangkot sa pag - uutos.
neutral,"Doon ang tanawin ay hindi gaanong relaks at ang problema sa wika ay maaaring makasira ng iyong loob, subalit sa paano man ay makikita mo ang lipunan ng mga mamimiling Intsik.",Isang mabuting ideya na magkaroon ng isang tagapagsalin na kasama mo.
neutral,"Ang kilusang Islamista, na ipinanganak noong mga 1940, ay isang produkto ng modernong mundo, na naimpluwensiyahan ng mga konseptong Marxista-Leninista tungkol sa organisasyong rebolusyonaryo.",Ang kilusang Islamista ay orihinal na itinatag bilang isang organisasyon para sa pag-uugaling panlipunan.
neutral,"Ayon kay Binalshibh, kung nalaman nina Bin Ladin at KSM bago ang 9/11 na si Moussaoui ay ikinulong, maaaring kinansela nila ang operasyon.",Hindi alam ni Bin Ladin na hawak ng FBI ang Moussaoui.
neutral,Ang pinakamahalaga ay ang bagay na ang pagdalo sa isang pagtatanghal sa IRT ay hindi lamang isang field trip.,"Upang lubusang masiyahan sa isang pagtatanghal sa IRT, kailangan mong magbigay ng matamang pansin at pag - aralan nang patiuna ang pagtatanghal at ang kasaysayan nito."
neutral,Ang mga tungkulin ng C-R ay maaari ring kalkulahin na mayroon o walang maliwanag na mga pagsisimula.,Ang mga tungkulin ng C-R ay maaaring itaya sa mag-asawa ng iba't ibang paraan at pagkatapos ay ilathala upang ang mambabasa ang magpasiya.
neutral,"Ito'y totoong malaki, kukunin kami mula sa aming kama at hinding - hindi kami ibabalik sa bahay (Nobyembre 1974).",Nakakatakot kapag ito'y talagang malaki na.
neutral,"Ah, ngayon, hindi baga ninyo tunay na magagawa? siya'y umiyak.",Tinanong niya sapagkat medyo nagitla siya sa buong situwasyon.
neutral,Kadalasang sinasabi ni Pundits na ang kasaysayan ay isinulat ng mga nanalo.,Sinasabi ni Pundits na ang mga taong nanalo sa loterya ay nagsasabi ng kasaysayan.
neutral,"Nirerepaso at sinusuri ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang Boswell's ay hindi lamang ang pinaka-tumpak kundi ginagamit niya ito upang ipakita ang karakter ni Johnson, samantalang ang iba ay tinibenta lamang ang pampanitikang tsismis.",Hindi nagustuhan ni John Burke si Boswell.
neutral,"Intelligence report, interogasyon ng indibidwal, Dis. 2, 2001.","Ang ulat ng katalinuhan ay isinulat noong Disyembre 3, 2001."
neutral,"Mapusok na ipinamamahagi ang pantanging mga kupon sa mga dalampasigan sa araw na iyon, sa pag - asang mahikayat ang pinakamaraming tao nang gabing iyon.","Ang mga kuponan ay ibinibigay sa tabing - dagat, umaasa sa matagal nang mga parokyano."
neutral,"Inaliw ng Indianapolis Civic Theatre ang kanyang mga manonood sa pamamagitan ng propesyonal na-produced na mga dula at musikal sa loob ng 82 taon habang nagbibigay ng arena para sa natatanging talento ng ating lungsod, ngunit tiyak na hindi iyan ang lawak nito.",Ang Indy Civic Theater ay nakagawa ng 120 palabas sa loob ng 80 taon.
neutral,"Halimbawa, sa GGD, isang pag - aaral sa disenyo ang ginawa bilang isang hiwalay na trabaho, na umabot sa sukdulan",Hindi naging matagumpay ang pag - aaral ng disenyo.
neutral,Totoo rin ito kung tungkol sa diwa ng pagkabansa.,Ang diwa ng pagkabansa ay depende sa kung gaano kahusay tumatakbo ang ekonomiya.
neutral,"Kaya, ang isa ay may romantikong tula na nakasulat sa Latin kung saan ang unang taludtod ay naglalaman ng mga salita para sa lalaki at babae sa magkabilang dulo ng linya.",Ang kuwento ng pag-ibig na inilalarawan sa tulang Latin ay nagpapaliwanag ng dahilan ng distansiya sa pagitan ng lalaki at babae sa gitna ng unang pangungusap.
neutral,"Ang suportang pisyolohikal ay naiiba mula sa suportang buhay sa bagay na hinahawakan niya ang mga silid sa altitud na nagpapatakbo sa mga piloto hanggang sa 80 libong piye sa matataas na silid, at dinadala siya pabalik.",Ang mga piloto ay kailangang subukin sa mga silid sa altitud mga 20 beses sa isang buwan.
neutral,"Dapat ding matukoy ng plano ang paraan ng pagkakamit, mga mahahalagang puntos na go/no-go, isang pormal na plano ng pagsasanay, at isang planong contingensiya upang mabawasan ang mga pagkalugi.",Dapat ding ilakip sa plano ang isang badyet.
neutral,"Pagkatapos ay narinig ko siyang umalis, kaya tinatapos ko pa rin kung ano ang dapat kong gawin.",Ginagawa ko ang mahahalagang trabaho na iniatas sa akin kaninang umaga.
neutral,Nandito na ang mga koneksiyon natin sa mga probinsiya,Ang mga koneksiyon sa paligid dito ay kung minsan okay.
neutral,"Noong pumasok na siya sa kanyang animasyon, noong 1895, nagbigay si Skeat ng impresyon na unti-unti na niyang naisaalang-alang ang mga bagay na ito",Nagsimulang mabahala si Skeat sa iba't ibang bagay habang siya ay tumatanda.
neutral,Ang mga emergency ay nakatutuwa at nakapagtuturo rin.,Napakahirap lutasin ang mga problema.
neutral,Ako'y nagsisimulang mabuhay sa pamamagitan ng isang regalo ng isang daang peras at isang libong mansanas.,Ang bunga ay ibinigay sa akin ng aking ama.
neutral,Samantalang ito'y ginagawa ang mga panalangin ay binibigkas.,Ang mga panalangin ay binibigkas habang ang mga damit ay hinuhugasan.
neutral,"Ang pagsasalita sa Ingles ay punung - puno na ng kakatwang mga salita na hindi sana dapat tanggapin, at dapat na ngayon pa lamang mangyari.",Kinilala ng mga dalubhasa ang limampung iba't ibang salita na hindi dapat maging bahagi ng wika.
neutral,"Isinama nila si Joe, at sabi ng aking lola, sinabi niya na ito'y isang napakalungkot na panahon sa bahay sapagkat, alam mo, ang lahat ay nawawala kay Joe at hindi nila alam kung ano ang gagawin.",Namatay si Joe at talagang nakapanlulumo.
neutral,At minsang makapasok ka na sa lahat ng bagay ay maaari ka nang magpatuloy mula roon.,Maaari kang magpatuloy minsang ipasok mo ang impormasyon sa database.
neutral,Ang mga epekto ng kapakanan sa mga koreo na nagbabago ay kinakalkula sa katulad na paraan na gaya sa nabanggit na bahagi tungkol sa mga pakinabang.,Mabilis nilang nakalkula ang mga epekto ng kabutihan sa isang labanan.
neutral,"Siya'y naging isang fortnight sa Port Royal, ang kaniyang barko ay halos isang yunit ngayon sa Jamaica squadron.",Kinukumpuni niya ang kaniyang barko.
neutral,Ang kanyang relasyon sa kanya ay nanatiling malapit sa buong panahon niya sa Estados Unidos.,Nagkaroon siya ng relasyon sa isang babaeng Amerikano.
neutral,Mahirap Hanapin ang Patotoo Bin Laden na Tuwirang Sumalakay.,Si Bin Laden ay hindi kasangkot sa pagdidirekta ng mga pag-atake.
neutral,"Binubuksan ko, sa huling bahagi ng kabanatang ito, ang isa pang palaisipan tungkol sa tinatawag kong isang natural na laro.",Wala akong solusyon sa palaisipan ng likas na laro.
neutral,Ang isang antas ba ng pagmamahal sa ordinaryong mga tao ay nagdadala ng pitaka?,Ang pangulo ay maaaring magdala ng pitaka.
neutral,"Tanungin ang iyong ahensiya sa paglalakbay o ang tanggapan ng turista sa Berlin para sa mga detalye ng dumarating na mga programa, at patiunang aklat hangga't maaari.",Pinakamabuting isulat ang 6 na buwan bago ang iyong pagdalaw.
neutral,"Mangyari pa, tinanong nila ako roon, kung bakit ako nagtungo.",Tinanong nila ako kung bakit ako nagpunta sa tindahan.
neutral,Kaya gumugol ako ng isang oras hanggang dalawang oras upang masumpungan kung ano ang kailangan ko.,Matagal din bago ko nagawa ito sapagkat ang aklat ay talagang makapal at nakalilito.
neutral,Ang gubat na basal ay isang gubat kung saan ang kamay ng tao ay hindi kailanman tumuntong ng paa.,"Dahilan sa aming populasyon, iilan na lamang ang basal na kagubatan na natitira pa sa Estados Unidos."
neutral,Larawan ni Bill Clinton sa Slate Talaan ng mga Nilalaman ni Kevin Lamarque/Reuters.,Si Kevin Lamarque ay kumuha ng maraming larawan ni Bill Clinton kabilang ang isa sa Slate Table of Contents.
neutral,Matutuwa akong sagutin ang anumang tanong ng mga Miyembro ng Subcommittee.,Gusto kong pag - usapan ang tungkol sa trabaho ko para masagot ko ang mga tanong ko.
neutral,Pinayuhan siya ng Kapitan Dugo.,"Habang siya ay nakaranas, ang Captain Blood ay tumulong sa pagpapalakas ng moral sa gitna ng kanyang mga tripulante."
neutral,Ang mga hapunan sa TV ay nagdadala ng kakila - kilabot na kahihiyan.,Laging ipinakikita ng mga hapunan sa TV ang isang pamilya na kumakain ng karne.
neutral,"Bagaman maaaring pasulungin ang mga estratehiya sa paglalaan ng pondo, may makukuhang pondo para sa gawaing ito.",Walang sapat na pondo para sa gawain.
neutral,Mayroon akong higit pa sa isang trabaho,Mayroon akong trabaho na kumukuha ng lahat ng aking panahon.
neutral,"Sa gitna ng liwasan ay ang granito ni Joachim Schmettau na Waltkugelbrunen (o Fountain of the World), na buong - pananabik na bininyagan ng mga tagaroon ang tambakan ng basura sa tubig.",Ang Weltkugelbrunnen ay gawa sa granito na napakaitim at makintab.
neutral,Pinalalaki ng mga kahilingan sa seguridad sa ngayon ang labis - labis na pag - uuri at labis - labis na paglalagay ng impormasyon sa mga ahensiya.,Ang mga kahilingan sa seguridad ay mas mahigpit kaysa dati.
neutral,Ang New Yorker ay lumaban pabalik sa pamamagitan ng mga espesyal na isyu-massive tomes tungkol sa lahi o Hollywood o sa hinaharap.,"Ang taga - New York ay gumanti sa mahigit na 20 pantanging mga isyu, kasali na ang buong mga magasin tungkol sa pagtatangi ng lahi, paglalakbay sa kalawakan, at edukasyon."
neutral,Ang kahanga - hangang mga koneksiyon na nabubuo bawat araw ay nagiging posible sa pamamagitan ng pagsuporta ng mga organisasyong gaya mo sa mga operasyon ng Samahan!,Kung wala ang inyong organisasyon ang kasindak - sindak na mga koneksiyong ito ay hindi sana nabuo kailanman.
neutral,"Si Miramar, isang kaayaayang tirahan na may magagandang tahanan ng pamilya, ay nakikinabang sa posisyon nito sa tabi ng paliparan ng Isla Grande commuter.",Ang Miramar ang lugar kung saan nakatira ang mayayamang tao.
neutral,Maaaring bawasan ng paggamit ng teknolohiya ang panahong kailangan para sa mga tagapaglaan at mga kawani upang personal na maglaan ng mga serbisyo sa pagsusuri at pakikialam at mga pasyenteng pinupuntirya na maaaring makinabang mula sa maiikling mensahe sa pamamagitan nito.,Maaaring bawasan ng teknolohiya kung gaano katagal kailangang subaybayan ng mga tagapaglaan at mga kawani ang mga tao ng hanggang 80%.
neutral,"Napakaganda kung gugugol ka ng panahon upang dumalaw sa iyong Paaralan, at makikita mo mismo ang pagsulong na nagawa namin sa nakalipas na mga taon at makikibahagi ka sa pagmamalaki ng aming pamana!",Dapat mong dalawin ang paaralan at tingnan ang musikal na produksiyon na aming ginagawa.
neutral,"Ang timog - kanlurang rehiyon na may lubhang sinaliksik at dokumentadong mga kaugalian sa kasal ay ang New Mexico, sapagkat ang mga inapo ng sinaunang mga Hispano ay palaisip sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Ang mga inapo ng mga naunang Hispano ay sumulat gamit ang mga tinik.
neutral,"At sinasabi noon ni Lola ang kuwento kung paano nagpasiya ang kaniyang kapatid na babae at ang asawa ng kaniyang kapatid na babae na lumipat sila sa lunsod, patungong Augusta, at magpaputi.",Ang kapatid na babae ni Lola ay hindi puti ngunit nais niyang maging para siya ay makapag-aral.
neutral,Wala akong pakialam kung wala kang alam tungkol dito.,Alam kong hindi ka mahilig dito.
neutral,"'Kahanga - hanga na ito ay nagpapatuloy pa rin, kahit na sa maraming modernong pinagmumulan.","Ito ay maaaring ituwid, subalit ang halaga ay magiging malaki."
neutral,Ang inyong mga kontribusyon sa Annual Fund sa antas ng Maennerchor Society ay nagbigay ng mahalagang tulong sa paaralan.,Ang Maennerchor Society ay nakakuha ng $1m sa mga donasyon noong nakaraang taon.
neutral,Isang mamamatay tao-ako? sinabi niya sa wakas.,Hindi niya pinaslang ang sinuman.
neutral,"Iniaalok ni McCoy ang suporta ng The __ Company Foundation sa halagang $10,000.","Nangangailangan ng higit na salapi ang kilalang mga tao, subalit sa ngayon ang $10,000 ay hinihiling."
neutral,at uh i uri ng tulad ng black eye pea ngunit sa palagay ko'y hindi ito isang kadena,Maaari kong suriin ang Black Eyed Pea sa dakong huli.
neutral,"Sa isang bahagi, ang mga inaasahan sa pag - aasawa ay lumaki sa pagsisikap na maunawaan ang aktuwal na pangangalakal sa mga palitan ng stock.",Parami nang paraming tao ang nagsimulang makipagkalakalan sa mga stock exchange sa Internet.
neutral,Ayaw nilang manatiling bihag.,Sila'y ikinulong may kaugnayan sa isang pagnanakaw kamakailan.
neutral,Iyan ngayon ang isa sa pinakamabuting panghadlang sa isang magnanakaw ay ang maingay na kapitbahay kahit na kung ang kapitbahay ay magkaroon ng maingay na aso na humahadlang sapagkat alam nila na ang asong iyon ay tatahol,Ayaw ng mga magnanakaw sa mga aso dahil malalakas ang mga ito at kadalasang kinakagat ang mga ito.
neutral,Matatagpuan dito ang ilang maliliit na templo.,May ilang maliliit na templo na iisang tao lamang ang maaaring magkasya.
neutral,Maraming wika ang may ganitong pag - aalinlangan.,Ginagawa nitong mas mahirap ang pag - aaral ng wika.
neutral,Sa San Antonio nagaganap ang pagganap ng Los Pastores sa Our Lady of Guadalupe Church mula pa noong 1913.,May maraming pagtatanghal sa bawat taon.
neutral,"Ang baku - bakong mga tagaytay ng Montserrat ay umaahon mula sa halos walang - kulay na kapatagan ng Llobregat na 62 kilometro (38 milya) hilagang - kanluran ng Barcelona, sa pinakapusod ng Catalonia.",Ang kabundukan ng Mountessart ang pinakamataas sa lugar na iyon.
neutral,"Sa espesipikong paraan, sasali ka sa isang grupo ng mga kilalang ehekutibo ng pundasyon, mga lider ng negosyo, mga iskolar, mga propesyonal sa pagpapaunlad at mga boluntaryo sa di - kapaki - pakinabang na sektor ...",Ang grupo ay puno ng Ivy League Scholars at mga pilantropo.
neutral,Ang Title V operating permit ay kailangan ding ipagamit para sa pampublikong komento.,Hindi lahat ng langgam ay nagpapahintulot ng mga komento sa madla.
neutral,Ito nga'y isang aktibong kalagayan na hindi ito isang bagay na alam mong basta na lamang nasasangkot at asahang gumawa ng anumang mabuti na hindi mo iniisip,Sa palagay ko'y kailangan mong mag - ukol ng 10 oras sa isang araw upang maging mabuti rito.
neutral,"At siya'y philander, isang d oh yea, siya'y katulad sa labas doon. At, ah, kaya nga, alam ninyo, hindi ko siya gusto, ngunit sa paano man ay mga kuwento ko.",Kinapootan ko siya sapagkat siya'y totoong arogante.
neutral,"Noong nakaraang taon, bukas-loob kang nag-donate ng $-.","Nag - abuloy ka ng $10,000 noong nakaraang taon."
neutral,ngunit uh kaya gusto mo ng iba't ibang pagkain huh,Dapat kang masiyahan sa pag - eeksperimento sa iba't ibang etnikong pagkain.
neutral,Kailangan natin ang mga yaman upang mangalap at makapagpaunlad ng mahuhusay na guro.,Kailangan nating umupa ng 100 bago at mahuhusay na guro.
neutral,Ang iba pang tagapayo ay nagpahayag ng pagkabahalang ito.,Isang tagapayo lamang ang hindi nagpahayag ng pagkabahala sa planong ito.
neutral,Gayunman ang mga senador at mambabatas ng estado ng New York ay pribadong umaamin na sila'y sumang - ayon sa batas sapagkat sila'y humanga sa kabagsikan ng pagsuporta sa panukalang batas.,Ang estado ng Bagong York ay may mas maraming senador kaysa sa ibang estado.
neutral,Marami ring lugar para sa mas maraming mga pagtatanghal na risque o avant-garde.,May mga lugar na may mga palabas na strip teashing.
neutral,"Pagkatapos magmasid sa palibot ng mga koleksiyong ito, umakyat sa burol patungo sa Bahay ng Komisyonado, kung saan makikita mo ang magagandang tanawin ng nakapalibot na baybayin at ng iba pang mga gusali ng daungan.",Makikita mo ang mga bangka sa tuktok ng burol.
neutral,".., ngunit sa ikalawang pagkakataon ay naipit siya sa gitna ng dalawang magkaibigan.","Hindi niya alam kung aling panig ang pipiliin niya, sa pagitan ng kaniyang dalawang kaibigan."
neutral,□ Sila'y magdaraan sa slot,Madaling daanan ang mga ito.
