gold_label,sentence1,sentence2
neutral,"Si Mayor Giuliani, kasama ang mga komisyoner ng Pulisya at Bumbero at ang direktor ng OEM, ay mabilis na kumilos pahilaga at nagtatag ng isang emergency operations command post sa Police Academy.",Mahigit dalawang dosenang katao ang kalaunan ay nasangkot sa pagbabantay sa command post.
neutral,"Doon, hindi gaanong relaks ang eksena at maaaring matakot ka sa problema sa wika, ngunit kahit papaano ay masusulyapan mo ang lipunang konsyumer ng mga Tsino.",Magandang ideya na may kasama kang tagasalin.
neutral,"Ang kilusang Islamista, na isinilang noong mga 1940, ay produkto ng modernong mundo, na naimpluwensyahan ng mga konseptong Marxista-Leninista tungkol sa rebolusyonaryong organisasyon.",Ang kilusang Islamista ay orihinal na itinatag bilang isang organisasyon para sa mobilisasyong panlipunan.
neutral,"Ayon kay Binalshibh, kung nalaman lamang nina Bin Ladin at KSM bago ang 9/11 na si Moussaoui ay nakulong, maaaring kinansela na nila ang operasyon.",Hindi alam ni Bin Ladin na ikinulong ng FBI si Moussaoui.
neutral,Pinakamahalaga ay ang katotohanan na ang pagdalo sa isang pagtatanghal sa IRT ay hindi lamang isang field trip.,"Para lubos na masiyahan sa isang pagtatanghal sa IRT, kailangan mong bigyang-pansin nang husto at pag-aralan ang pagtatanghal at ang kasaysayan nito nang maaga."
neutral,Maaari ring tantyahin ang mga tungkuling C-R nang mayroon o walang mga tahasang limitasyon.,Ang mga tungkuling C-R ay maaaring tantyahin sa ilang magkakaibang paraan at pagkatapos ay ilathala para makapagdesisyon ang mambabasa.
neutral,"Lalaki talaga ito, aalisin tayo sa ating mga kama at hindi na tayo iuuwi pa (Nobyembre 1974).",Nakakatakot pala kapag lumaki na talaga.
neutral,"""Ah, ngayon, hindi ba talaga kaya?"" sigaw niya.",Nagtanong siya dahil medyo nabigla siya sa buong sitwasyon.
neutral,Madalas sabihin ng mga eksperto na ang kasaysayan ay isinusulat ng mga nanalo.,"Sabi ng mga eksperto, ang mga taong nananalo sa lotto ay nagkukuwento ng kasaysayan."
neutral,"Sinuri at pinag-aaralan ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang kay Boswell ay hindi lamang ang pinakatumpak kundi ginagamit din niya ito upang ipakita ang karakter ni Johnson, samantalang ang iba ay nagtitinda lamang ng tsismis tungkol sa panitikan.",Ayaw ni John Burke kay Boswell.
neutral,"Ulat ng paniktik, interogasyon sa detenido, Disyembre 2, 2001.","Ang ulat ng paniktik ay isinulat noong Disyembre 3, 2001."
neutral,"Ang mga espesyal na kupon ay agresibong ipinamamahagi sa mga dalampasigan sa araw, sa pag-asang maakit ang pinakamalaking pulutong sa gabing iyon.","May mga kupon na ipinamimigay sa dalampasigan, umaasang para sa mga pangmatagalang kostumer."
neutral,"Ang Indianapolis Civic Theatre ay nagbigay-aliw sa kanyang mga manonood gamit ang mga propesyonal na ginawang dula at musikal sa loob ng 82 taon habang nagbibigay ng isang arena para sa pambihirang talento ng ating lungsod, ngunit tiyak na hindi lamang iyon ang lawak nito.",Ang Indy Civic Theater ay nakapagtanghal na ng 120 palabas sa loob ng 80 taon.
neutral,"Halimbawa, sa GGD, isang pag-aaral sa disenyo ang isinagawa bilang isang hiwalay na trabaho, na nagtapos",Hindi naging matagumpay ang pag-aaral sa disenyo.
neutral,Ganito rin ang totoo sa diwa ng pagiging nasyonal.,Ang diwa ng pagkabansa ay nakasalalay sa kung gaano kahusay ang pagpapatakbo ng ekonomiya.
neutral,"Kaya, mayroong isang romantikong tulang nakasulat sa Latin kung saan ang unang linya ay naglalaman ng mga salita para sa lalaki at babae sa magkabilang dulo ng linya.",Ang kuwento ng pag-ibig na inilalarawan sa tulang Latin ay nagpapaliwanag ng dahilan ng distansya sa pagitan ng lalaki at babae sa gitna ng unang pangungusap.
neutral,"Ang pisyolohikal na suporta ay naiiba sa life support dahil siya ang humahawak sa mga altitude chamber na nagpapatakbo ng mga piloto hanggang 80 libong talampakan sa mga high altitude chamber, at ibinababa ito pabalik.",Ang mga piloto ay kailangang masuri sa mga altitude chamber nang mga 20 beses sa isang buwan.
neutral,"Dapat ding tukuyin ng plano ang paraan ng pagkuha, mga pangunahing punto na dapat gawin/hindi dapat gawin, isang pormal na plano sa pagsasanay, at isang planong pang-emerhensiya upang mabawasan ang mga pagkalugi.",Dapat ding kasama sa plano ang isang badyet.
neutral,"At saka ko siya narinig na umalis, kaya tinatapos ko pa rin ang mga dapat kong gawin.",Ginagawa ko ang mga mahahalagang trabahong nakaatas sa akin kaninang umaga.
neutral,"oo, atin ito rito sa taas, napakasama ng ating mga koneksyon sa kanayunan",Minsan maayos naman ang mga koneksyon dito.
neutral,"Pagsapit niya sa edad na sisenta, noong 1895, nagbigay ng impresyon si Skeat na nagsisimula na siyang hindi gaanong magpapansin sa mga bagay na ito.",Nagsimulang magmalasakit si Skeat sa iba't ibang bagay habang siya ay tumatanda.
neutral,Ang mga bugtong ay masaya at nakapagtuturo rin.,Napakahirap lutasin ang mga bugtong.
neutral,Nagsisimula ako ng buhay na may handog na isandaang peras at isanlibong mansanas.,Ang prutas ay bigay sa akin ng aking ama.
neutral,"Habang ginagawa ito, binibigkas ang mga panalangin.",Ang mga panalangin ay binibigkas habang nilalabhan ang mga damit.
neutral,"Ang wikang Ingles ay nabibigatan na ng mga kakaibang salitang hindi dapat kailanman pinansin, at dapat na kahit ngayon ay alisin na sa isipan.",Natukoy ng mga eksperto ang limampung iba't ibang salita na hindi dapat maging bahagi ng wika.
neutral,"Isinama nila si Joe, at sabi ng Lola ko, napakalungkot daw ng panahon sa bahay dahil, alam mo na, nami-miss ng lahat si Joe at hindi nila alam ang gagawin.",Namatay si Joe at talagang nakakalungkot iyon.
neutral,"At pagkatapos, kapag nailagay mo na ang lahat, maaari ka nang magpatuloy mula roon.",Maaari kang magpatuloy kapag nailagay mo na ang impormasyon sa database.
neutral,Ang mga epekto sa kapakanan ng mga mailer na lumilipat ay kinakalkula sa parehong paraan tulad ng sa seksyon sa itaas tungkol sa mga kita.,Mabilis nilang kinakalkula ang mga epekto sa kapakanan gamit ang isang calculator.
neutral,"Dalawang linggo na siyang nasa Port Royal, ang kaniyang barko ay halos isang yunit na ngayon sa iskwadron ng Jamaica.",Gumagawa siya ng mga pagkukumpuni sa kaniyang barko.
neutral,Nanatiling malapit ang kanyang relasyon sa kanya sa buong panahon ng kanyang pamamalagi sa Estados Unidos.,Nagkaroon siya ng relasyon sa isang babaeng Amerikano.
neutral,Nahirapang Maghanap ng Patunay na Idinirek ni Bin Laden ang mga Pag-atake.,Hindi kasangkot si Bin Laden sa pagdidirekta ng mga pag-atake.
neutral,"Sa huling bahagi ng kabanatang ito, tatalakayin ko ang isa pang palaisipan tungkol sa tinatawag kong natural na laro.",Wala akong solusyon para sa palaisipan ng natural na laro.
neutral,Isang sukatan ng pagkahumaling sa ordinaryong tao. May dala bang pitaka ang pangulo?,Maaaring magdala ng pitaka ang pangulo.
neutral,"Magtanong sa iyong travel agency o sa tourist office ng Berlin para sa mga detalye ng mga paparating na programa, at mag-book nang maaga kung maaari.",Pinakamainam na mag-book ng anim na buwan bago ang iyong pagbisita.
neutral,"Siyempre, tinanong nila ako kung bakit ako pumunta roon.",Tinanong nila ako kung bakit ako pumunta sa tindahan.
neutral,Kaya inabot ako ng mga isa hanggang dalawang oras para lang mahanap ang kailangan ko.,Natagalan ako dahil makapal at nakakalito talaga ang libro.
neutral,Ang isang birhen na kagubatan ay isang kagubatan kung saan hindi pa natatapakan ng kamay ng tao.,"Dahil sa ating populasyon, kakaunti na lamang ang natitirang mga birhen na kagubatan sa Estados Unidos."
neutral,Larawan ni Bill Clinton sa Talaan ng mga Nilalaman ng Slate ni Kevin Lamarque/Reuters.,"Maraming litrato ni Bill Clinton ang nakuha ni Kevin Lamarque, kabilang ang isa sa Slate Table of Contents."
neutral,Ikalulugod kong sagutin ang anumang mga katanungan ng mga Miyembro ng Subkomite.,Mahilig akong magkwento tungkol sa trabaho ko kaya gusto kong sumagot sa mga tanong ko.
neutral,"Tumahimik ka, Matandang Lobo! Tumahimik ka! saway ni Kapitan Blood sa kanya.","Dahil sa kaniyang karanasan, nakatulong si Captain Blood na mapalakas ang moral ng kaniyang mga tripulante."
neutral,Ang mga hapunan sa TV ay may dalang kakila-kilabot na stigma.,Palaging ipinapakita sa mga hapunan sa TV ang isang pamilyang kumakain ng ulam na karne.
neutral,"Bagama't maaaring mapabuti ang mga estratehiya sa pagpopondo, may pondo pa ring magagamit para sa gawaing ito.",Walang sapat na pondo para sa trabaho.
neutral,Higit pa sa trabaho ang meron ako,May trabaho ako na umuubos ng lahat ng oras ko.
neutral,"Sa gitna ng plasa ay ang granite na Weltkugelbrunnen (o Bukal ng Mundo) ni Joachim Schmettau, na masayang ipinangalan ng mga lokal sa aquatic dumpling.",Ang Weltkugelbrunnen ay gawa sa granite na napakaitim at makintab.
neutral,Ang mga kasalukuyang kinakailangan sa seguridad ay nagpapalaganap ng labis na klasipikasyon at labis na paghahati-hati ng impormasyon sa mga ahensya.,Mas mahigpit na ngayon ang mga kinakailangan sa seguridad kumpara dati.
neutral,Lumaban ang The New Yorker gamit ang mga espesyal na isyu--malalaking aklat tungkol sa lahi o Hollywood o sa hinaharap.,"Lumaban ang The New Yorker gamit ang mahigit 20 espesyal na isyu, kabilang ang mga buong magasin tungkol sa rasismo, paglalakbay sa kalawakan, at edukasyon."
neutral,Ang magagandang koneksyon na nabubuo araw-araw ay naging posible sa pamamagitan ng suporta ng mga organisasyong tulad ng sa inyo para sa mga operasyon ng Samahan!,"Kung wala ang inyong organisasyon, hindi sana kailanman nabuo ang mga kahanga-hangang koneksyon na ito."
neutral,"Ang Miramar, isang kaaya-ayang residential quarter na may magagandang tahanan para sa pamilya, ay nakikinabang sa lokasyon nito sa tabi ng Isla Grande commuter airport.",Ang Miramar ay kung saan nakatira ang mga mayayaman.
neutral,Ang paggamit ng teknolohiya ay maaaring makabawas sa oras na kailangan ng mga tagapagbigay ng serbisyo at kawani upang personal na makapagbigay ng mga serbisyo sa screening at interbensyon at mai-target ang mga pasyenteng maaaring makinabang mula sa maiikling mensahe ng interbensyon.,Maaaring mabawasan ng teknolohiya kung gaano katagal kailangang i-screen ng mga provider at kawani ang mga tao nang hanggang 80%.
neutral,"Magiging kahanga-hanga kung maglalaan kayo ng oras upang bisitahin ang inyong Paaralan, at makita mismo ang ating pag-unlad sa mga nakalipas na taon at makibahagi sa pagmamalaki ng ating pamana!",Dapat kang bumisita sa paaralan at makita ang musikal na produksyon na ginagawa namin.
neutral,"Ang timog-kanlurang rehiyon na may pinakamaraming sinaliksik at dokumentadong mga kaugalian sa kasal ay ang New Mexico, dahil ang mga inapo ng mga sinaunang Hispano ay mulat sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Ang mga inapo ng mga sinaunang Hispano ay sumulat gamit ang mga quill.
neutral,"At dati'y ikinukwento ni Lola kung paano nagpasya ang kanyang kapatid na babae at ang asawa ng kanyang kapatid na lilipat sila sa lungsod, sa Augusta, at magpapanggap na puti.",Hindi maputi ang kapatid ni Lola pero gusto niya sana para makapag-aral ito.
neutral,Wala akong pakialam kung wala kang alam tungkol diyan.,Alam kong hindi ka nahuhumaling diyan.
neutral,"' Kapansin-pansin na ang anomalyang ito ay nagpapatuloy pa rin, kahit na sa maraming modernong sanggunian.","Maaaring itama ang anomalyang ito, ngunit malaki ang magiging gastos."
neutral,Ang inyong mga kontribusyon sa Taunang Pondo sa antas ng Maennerchor Society ay nakapagbigay ng malaking tulong sa paaralan.,Ang Maennerchor Society ay nakatanggap ng $1 milyon na donasyon noong nakaraang taon.
neutral,Isang mamamatay-tao--ako? sa wakas ay sabi niya.,Wala siyang pinatay na kahit sino.
neutral,"Inaanyayahan ni McCoy ang suporta ng The __ Company Foundation na nagkakahalaga ng $10,000.","Kailangan ni McCoy ng mas maraming pera, pero sa ngayon ay hinihingi ang $10,000."
neutral,at uh medyo gusto ko yung black eyed pea pero sa tingin ko hindi ito kadena,Baka mamaya ko na lang panoorin ang Black Eyed Pea.
neutral,"Ang mga makatwirang inaasahan ay lumago, sa isang bahagi, mula sa isang pagtatangka na maunawaan ang aktwal na kalakalan sa mga stock exchange.",Parami nang parami ang mga taong nagsimulang mangalakal sa mga online stock exchange.
neutral,Ayaw nilang manatiling bihag.,Sila ay nakulong kaugnay ng isang kamakailang pagnanakaw.
neutral,"Isa sa mga pinakamahusay na panlaban sa magnanakaw ay ang maingay na kapitbahay. Kahit na may maingay na aso ang kapitbahay, isa itong panlaban dahil alam nilang tahol ang asong iyon.",Ayaw ng mga magnanakaw sa mga aso dahil maingay ang mga ito at madalas silang kinakagat.
neutral,Maraming maliliit na templo ang matatagpuan dito.,May mga maliliit na templo na kasya lang sa isang tao.
neutral,Maraming wika ang may ganitong kalabuan.,"Dahil dito, mas nagiging mahirap ang pag-aaral ng wika."
neutral,"Sa San Antonio, ang pagtatanghal ng Los Pastores sa Simbahan ng Our Lady of Guadalupe ay nagpapatuloy simula pa noong 1913.",Maraming pagtatanghal ang ginaganap kada taon.
neutral,"Ang tulis-tulis na mga tagaytay ng Montserrat ay nagmumula sa medyo walang katangiang kapatagan ng Llobregat, 62 kilometro (38 milya) hilagang-kanluran ng Barcelona, sa pinakasentro ng Catalonia.",Ang mga bundok ng Mountesserat ang pinakamataas sa lugar.
neutral,"Sa partikular, sasali ka sa isang grupo ng mga kilalang ehekutibo ng pundasyon, mga lider ng negosyo, mga iskolar, mga propesyonal sa pag-unlad at mga boluntaryo sa sektor ng hindi pangkalakal ...",Ang grupo ay puno ng mga Ivy League Scholar at mga pilantropo.
neutral,Dapat ding maging available ang operating permit sa Title V para sa komento ng publiko.,Hindi lahat ay gustong-gustong tumanggap ng mga komento mula sa publiko.
neutral,"eksakto, isa itong aktibong estado, hindi ito isang bagay na alam mong pasibo mong makakasama at asahan na makakagawa ng anumang mabuti, sa palagay ko talaga ay hindi.",Sa tingin ko kailangan mong maglaan ng 10 oras sa isang araw para maging mahusay dito.
neutral,"At isa siyang babaeng palabiro, at oh oo, parang nandiyan siya sa labas. At, ah, kaya, alam mo, hindi ko siya gusto, pero kahit papaano, mga kwento ko iyan.",Kinaiinisan ko siya dahil napaka-arogante niya.
neutral,"Noong nakaraang taon, bukas-palad kang nag-donate ng $-.","Nag-donate ka ng $10,000 noong nakaraang taon."
neutral,pero uh kaya pala iba-iba ang gusto mong pagkain ha,Tiyak na masisiyahan ka sa pagsubok ng iba't ibang etnikong pagkain.
neutral,Kailangan natin ng mga mapagkukunan upang magrekrut at mapaunlad ang mga mahuhusay na guro.,Kailangan nating kumuha ng 100 bago at mahuhusay na guro.
neutral,Inulit ng ibang mga tagapayo ang pag-aalalang ito.,Isang tagapayo lamang ang hindi nagpahayag ng pagkabahala tungkol sa planong ito.
neutral,"Gayunpaman, pribadong inaamin ng mga senador at mambabatas ng estado ng New York na sumang-ayon sila sa batas dahil humanga sila sa tindi ng suporta para sa panukalang batas.",Ang estado ng New York ay may mas maraming senador kaysa sa ibang mga estado.
neutral,Marami ring mga lugar para sa mas mapangahas o avant-garde na mga pagtatanghal.,May mga lugar na may mga palabas na pang-aasar para sa mga striptease.
neutral,"Pagkatapos tumingin-tingin sa mga koleksyong ito, umakyat sa burol papunta sa Commissioner's House, kung saan makikita mo ang magagandang tanawin ng nakapalibot na baybayin at ng iba pang bahagi ng dockyard complex.",Makikita mo ang mga bangka sa tuktok ng burol.
neutral,".., ngunit sa pangalawang pagkakataon ng engkwentro ay naipit siya sa gitna ng dalawang magkaibigan.",Hindi niya alam kung alin ang pipiliin niya sa pagitan ng dalawa niyang kaibigan.
neutral,"tama, dadaan sila sa puwang",Madali silang dumulas.
neutral,P.S. Mahalaga ang iyong regalo sa aming pagdiriwang ng 85 taon na ginagawang ang Indianapolis Civic Theatre ang pinakamatandang patuloy na gumaganang teatro ng komunidad sa bansa.,"May isa pang teatro na kamakailan lamang ay nagdiwang ng ika-84 anibersaryo nito, ngunit pagkatapos ay nasunog ito."
neutral,Nakita niya ang kanyang sarili na parang aso sa pabula na naghulog ng sangkap upang agawin sa isang mapanlinlang na anino.,Ang pabula ay kasingtanda na ng panahon.
neutral,"Kaya, ako, uh, naman, uh, uh, ito ang tatlo, uh, mga piloto ng U2 na, uh, opisina ni Pangulong Kennedy sa Washington kasama si Heneral May.",Nagkaroon ng masayang oras si Heneral May at ang mga piloto sa pagbisita sa opisina.
neutral,"Sa ibang salita, maaari akong sumulat ng isang sanaysay na pinamagatang Ang Mga Panganib ng Literasiya o Ang Kaunting Literasiya ay Isang Mapanganib na Bagay.",Maaaring may iba pang mga pamagat para sa isang aklat na maaari kong isulat tungkol sa mga panganib ng literasiya.
