id,premise,choice1,choice2,question,label,mirrored
70,Inayos ng batang lalaki ang radyo.,Nagtutugtog ng rock na musika ang istasyon.,May static ang istasyon.,sanhi,2,0
1465,Ang mga uri ng hayop ay naging marami.,Nasira ang kanilang tirahan.,Nawala na sa mundo ang kanilang mga mandaragit.,sanhi,2,1
1489,Kinontak ng babae ang serbisyo ng mga katulong.,Kailangan ng babae na linisin ang kanyang bahay.,Nagplano ang babae na bumili ng isang condo.,sanhi,1,1
1072,Nasagasaan ng suspek ang pulis.,Sumuway sa pag-aresto ang suspek.,Tumawag ang pulisya para sa karagdagang yunit.,sanhi,2,1
1462,Tumigil sa pag-awit nang sabay-sabay ang lahat sa sasakyan.,Napatay ang radyo ng kotse.,May lumitaw na usa sa kalsada.,sanhi,1,1
128,Iniwan ng mga magulang ang kanilang mga anak sa isang tagapag-alaga.,Nagplano sila na ipagdiwang ang kanilang anibersaryo.,Nagsimulang dumalo sa preschool ang kanilang bunsong anak.,sanhi,1,0
155,Natanggap ng babae ang diploma.,Nag-enroll siya sa kolehiyo.,Nagtapos siya sa kolehiyo.,sanhi,2,0
21,Natanggap ng babae ang isang tropeo.,Nanalo siya sa paligsahan sa pagbabaybay.,Nakagawa siya ng bagong kaibigan.,sanhi,1,0
1118,Natutunan ng estudyante ang karamihan sa mga pagkakamali.,Sumagot siya nang pabalik sa guro.,Binigyan ng guro ng grado ang kanyang takdang-aralin.,sanhi,2,1
1150,Naramdaman ng pasyente ang kaligayahan.,Bumisita ang pamilya ng pasyente sa kanya.,Naayos ang mga sintomas ng pasyente.,sanhi,1,1
1005,Nagdalang kandila ang mga bisita ng party.,Ito ay isang pagdiriwang ng kaarawan.,Ito ay isang sorpresang pagtitipon.,sanhi,1,1
300,Nagpasalamat ang lalaki na buhay pa siya.,Nagaling siya sa kanser.,Ang kanyang asawa ay na-diagnose na may kanser.,sanhi,1,0
119,Nanginginig ang mga kamay ng batang lalaki.,Plano niyang imbitahan ang babae na lumabas.,Malalamig at pawisin ang kanyang mga palad.,sanhi,1,0
445,Nagsulat ang mamamahayag ng isang talambuhay tungkol sa buhay ng humanitario.,Mahirap para sa mamamahayag na makapanayam ang humanitario.,Naintriga ang mamamahayag sa gawain ng humanitario.,sanhi,2,0
438,Pakiramdam ng lalaki na obligado siyang dumalo sa kaganapan.,Nangako siya sa kanyang kaibigan na pupunta siya.,Tinanggihan niya ang paanyaya ng kaibigan niyang pumunta.,sanhi,1,0
485,Ang babae ay naaresto.,Sinasakdal siya sa pananakit.,Nagpacheck-in siya sa rehab.,sanhi,1,0
1003,Nagulat ang mga babae.,Muling binuksan ang kapehan sa isang bagong lokasyon.,Gusto nilang magkita-kita muli.,sanhi,1,1
1360,Nakagawa ang tinedyer ng maraming bagong kaibigan.,Sumali siya sa koponang basketball.,Dumaan siya sa biglaang paglaki.,sanhi,1,1
1187,Naputol ng bata ang kamay niya sa buhangin.,Nagtatayo siya ng kastilyo sa buhangin.,Nangalap siya ng mga kabibe sa buhangin.,sanhi,2,1
1364,Hindi ako nag-alala na mag-crash ang aking kompyuter.,Ginawa ko ang backup ng aking mga file.,Nag-download ako ng virus.,sanhi,1,1
1096,Naghanap ng trabaho ang babae.,Nakatanggap siya ng bonus sa sahod.,Na-layoff ang asawa niya.,sanhi,2,1
385,Natagpuan ng librarian ang aklat sa mga istante.,Humiling ako ng tulong sa librarian.,Na-check out ang libro.,sanhi,1,0
1411,Hindi natumba ng bowling ball ang kahit isang bowling pin.,Nahulog ng lalaki ang bowling ball sa kanyang paa.,Gumulong ang lalaki ng bowling ball pababa sa daanan ng bowling.,sanhi,1,1
1193,Itinago ng estudyante ang kanyang marka sa pagsusulit sa kanyang mga kaklase.,Nakatanggap siya ng perpektong marka.,Nagkunwari siyang interesado sa klase.,sanhi,2,1
1300,Naramdaman ng lalaki na siya ay nalulungkot.,Ang kanyang asawa ay na-diagnose na may kanser.,Nagaling siya sa kanser.,sanhi,1,1
1021,Hindi na nag-iisa ang babae.,Nakagawa siya ng bagong kaibigan.,Nanalo siya sa paligsahan sa pagbabaybay.,sanhi,1,1
28,Naging immune ang bata sa sakit.,Tinanggap niya ang bakuna para sa sakit.,Iniiwasan niya ang pagkakalantad sa sakit.,sanhi,1,0
297,Nagliligo ang lalaki.,Binuksan niya ang isang bagong bar ng sabon.,Basang-basa siya ng pawis dahil sa pag-eehersisyo.,sanhi,2,0
1180,Pinaghinalaan ng ina na galit ang kanyang anak na lalaki.,Tinanggi siyang makipag-usap sa kanya.,Iniiwasan niyang makipagtitigan sa kanya.,sanhi,1,1
1117,Nangako akong magbibigay ng tuwirang sagot sa tanong.,Ang tanong ay nagdulot sa akin ng hindi komportableng pakiramdam.,Gusto kong maging tapat.,sanhi,2,1
1161,Binigyan ng coach ang kanyang manlalaro ng headshake.,Nakakuha ng parusa ang manlalaro.,Nakakuha ng isang puntos ang manlalaro.,sanhi,1,1
1210,Pinayagan ng mga magulang ang kanilang mga anak na manood ng pelikula.,Ang pelikula ay nirating na R.,Ang pelikula ay animated.,sanhi,2,1
1394,Pinuri ng ina ang kanyang anak na babae.,Inayos ng anak niyang babae ang mesa sa kusina.,Umubo ang anak niyang babae sa mesa sa kusina.,sanhi,1,1
1417,Pinindot ng mga bata ang kampanilya sa bahay ng babae.,Dinampakan ng mga bata ang kanyang hardin.,Pinukpok ng mga bata ang bola sa kanyang bakuran.,sanhi,2,1
184,Humiling ang tagapagkaloob na manatiling hindi kilala.,Sinusuportahan niya ang dahilan sa likod ng kanyang donasyon.,Nais niyang mapanatili ang kanyang privacy.,sanhi,2,0
350,Humina ang buhay-dagat.,Naglayag ang mga bangka sa karagatan.,Ang langis ay natapon sa karagatan.,sanhi,2,0
1493,Nakita ng lalaki ang isang bakanteng paradahan.,Nawalan ng oras ang parking meter.,Nag-parallel park siya sa kalsada.,sanhi,2,1
1385,Sinabi sa akin ng librarian na hindi ko maaaring hiramin ang libro.,Na-check out ang libro.,Humiling ako ng tulong sa librarian.,sanhi,1,1
1040,Nag-upa ang babae ng isang tagapayo sa ugnayang pampubliko.,Nagpasya siyang tumakbo sa halalan.,Nagpasya siyang kasuhan ang kanyang amo.,sanhi,1,1
416,Pinukpok ng hukom ang martilyo.,Inanunsyo ng hurado ang kanilang hatol.,Sumiklab ang kaguluhan sa silid-hukuman.,sanhi,2,0
280,Naging maulap ang salamin ng babae.,Pumasok siya sa sauna.,Siya ay nakahiga sa tabi ng pool.,sanhi,1,0
243,Ipinagpaliban ng pamilya ang barbecue.,Tinaya ng ulat-pananaw ang mga bagyo.,Ito ay isang pista opisyal na katapusan ng linggo.,sanhi,1,0
1352,Nahiya ang kostumer sa kahon ng pera.,Nakakuha ng kanyang pansin ang display sa bintana.,Iniwan niya ang kanyang pitaka sa bahay.,sanhi,2,1
1361,Hindi kayang bayaran ng pasyente ang medikal na pamamaraan.,Ang pamamaraan ay magastos.,Inirekomenda ng mga espesyalista ang pamamaraan.,sanhi,1,1
1211,Binasa ng babae ang email.,Sinubukan ng nagpadala na manghingi ng pera mula sa kanya.,Humiling ang nagpadala ng tugon mula sa kanya.,sanhi,2,1
96,Dinala ng babae ang kanyang pamilya sa bakasyon.,Na-layoff ang asawa niya.,Nakatanggap siya ng bonus sa sahod.,sanhi,2,0
1267,Ang mga liham ay nahampas palabas mula sa aking kahon ng sulat.,Nasira ang takip ng kahon ng sulat.,Nagbakasyon ako nang dalawang linggo.,sanhi,1,1
5,Ang mga bisita ng party ay nagtago sa likod ng sopa.,Ito ay isang pagdiriwang ng kaarawan.,Ito ay isang sorpresang pagtitipon.,sanhi,2,0
323,Nakilala ang siyentipiko.,Natuklasan niya ang isang bagong species.,Nakamit niya ang tenyur sa unibersidad.,sanhi,1,0
40,Nag-upa ng abogado ang babae.,Nagpasya siyang tumakbo sa halalan.,Nagpasya siyang kasuhan ang kanyang amo.,sanhi,2,0
26,Lumipad nang ligtas ang skydiver hanggang sa lupa.,Binuksan niya ang kanyang parachute.,Lumundag siya palabas ng eroplano.,sanhi,1,0
420,Tinakbo ng babae ang kanyang daliri sa ilalim ng malamig na tubig.,Nasunog niya ang kanyang daliri sa toaster.,Isinusuot niya ang singsing na diamante sa kanyang daliri.,sanhi,1,0
1387,Tinawagan ko ang ilang mga ahente ng real estate.,Naghahanap ako ng bagong apartment.,Lumilipat ako mula sa aking apartment.,sanhi,1,1
1090,Nakipag-ugnayan ang batang lalaki sa kanyang lolo sa pamamagitan ng pagsulat.,Bingi ang kanyang lolo.,Bingi ang kanyang lolo.,sanhi,1,1
1278,Inimbitahan ng babae ang kapatid niya para sa kape.,Ang babae ay kamukha ng kapatid niya.,Malapit ang babae sa kanyang kapatid na babae.,sanhi,2,1
1240,Pinahalagahan ang koleksyon ng mga album ng larawan.,Nagbalik-tanaw ang pamilya sa mga larawan.,Nanatili silang hindi nahawakan sa loob ng maraming taon.,sanhi,1,1
334,Ang babae ay nagkaroon ng amnesia.,Nagkaroon siya ng reaksiyong alerhiya.,Nabangga siya ng kotse.,sanhi,2,0
1126,Tinapon ng babae ang kanyang mga damit.,Ang mga damit ay punit-punit.,Hindi na kasya sa kanya ang mga damit.,sanhi,1,1
1241,Nahumaling ako sa pag-uusap ko sa babae.,Ikinukwento ng babae ang isang nakakatawang kuwento.,Lahat ng tao sa silid ay nagsasalita.,sanhi,1,1
67,Natutunan kong maglaro ng larong pang-board.,Mali ang pagkakasabi ng mga patakaran ng kaibigan ko.,Ipinaliwanag sa akin ng kaibigan ko ang mga patakaran.,sanhi,2,0
356,Hindi nakapasok sa trabaho ang empleyado.,Nakipag-ugnayan ang kanyang pamilya sa kanya.,May namatay sa kanyang pamilya.,sanhi,2,0
1466,Napansin ng lalaki na mahilig sa alahas ang babae.,Pinagupitan ng babae ang kanyang buhok.,Ang babae ay nakasuot ng pulseras.,sanhi,2,1
302,Nag-aatubili ang babae na magpalit ng karera.,Nagtubo siya ng maraming pera sa kanyang kasalukuyang trabaho.,Dumaan siya sa maraming stress sa kanyang kasalukuyang trabaho.,sanhi,1,0
256,Ang mga kotse ay lumipat sa gilid ng kalsada.,Isang umuungal na ambulansya ang papalapit.,Naging berde ang ilaw trapiko.,sanhi,1,0
212,Tinanggal ng pulisya ang babae sa listahan ng mga pinaghihinalaan.,Iniimbestigahan siya ng pulisya.,Napatunayan na tama ang kanyang alibi.,sanhi,2,0
180,Pinaghihinalaan ng ina na nagsisinungaling ang kanyang anak na lalaki.,Tinanggi siyang makipag-usap sa kanya.,Iniiwasan niyang makipagtitigan sa kanya.,sanhi,2,0
106,Inurong ng kumpanyang parmasyutiko ang gamot.,Nakakuha ng refill ang mga gumagamit sa kanilang mga reseta.,Iniulat ng mga gumagamit ang mga mapanganib na epekto.,sanhi,2,0
1323,Nagpatuloy ang siyentipiko sa kanyang kasalukuyang pananaliksik.,Nakamit niya ang tenyur sa unibersidad.,Natuklasan niya ang isang bagong species.,sanhi,1,1
24,Kinansela ng host ang party.,Nag-alala siya na baka magkaroon siya ng trangkaso.,Sigurado siyang may trangkaso siya.,sanhi,2,0
1305,Nanatili nang huli ang babae sa bar.,Pamilyar siya sa bartender.,Siya ang itinalagang drayber para sa gabing iyon.,sanhi,1,1
1256,Ang mga kotse ay lumipat sa sangandaan ng kalsada.,Naging berde ang ilaw trapiko.,Isang umuungal na ambulansya ang papalapit.,sanhi,1,1
1024,Nagpabakuna ang babae.,Sigurado siyang may trangkaso siya.,Nag-alala siya na baka magkaroon siya ng trangkaso.,sanhi,2,1
1356,Muling nakipag-ugnayan ang babae sa mga malalayong kamag-anak.,Nakipag-ugnayan ang kanyang pamilya sa kanya.,May namatay sa kanyang pamilya.,sanhi,1,1
150,Pinauwi ng ospital ang pasyente.,Naayos ang mga sintomas ng pasyente.,Bumisita ang pamilya ng pasyente sa kanya.,sanhi,1,0
1123,Nasira ang loob ng tren.,Lumihis sa riles ang tren.,Dumaan ang tren sa isang lagusan.,sanhi,1,1
1197,Na-iskedyul muli ang flight ko.,May nakita na mga buhawi sa lugar.,Naantala ako sa seguridad ng paliparan.,sanhi,2,1
1302,Kamakailan lang ay nagbitiw sa trabaho ang babae.,Nagtubo siya ng maraming pera sa kanyang kasalukuyang trabaho.,Dumaan siya sa maraming stress sa kanyang kasalukuyang trabaho.,sanhi,2,1
117,Iniiwasan kong magbigay ng tuwirang sagot sa tanong.,Ang tanong ay nagdulot sa akin ng hindi komportableng pakiramdam.,Gusto kong maging tapat.,sanhi,1,0
158,Tinakpan ng babae ang kanyang mga tainga.,Amoy ng babae ang usok.,Sumigaw nang malakas ang alarma ng sunog.,sanhi,2,0
1019,Nakilala ko ang tumatawag.,Ipinakilala ng tumatawag ang sarili niya sa akin.,Nagpaalam sa akin ang tumawag.,sanhi,1,1
182,Nabuo ang isang krater sa buwan.,Isang kometa ang dumaan sa buwan.,Nabangga ng kometa ang buwan.,sanhi,2,0
10,Nagreklamo ang kostumer sa tagapamahala ng tindahan.,Nagpakita ng bastos na pag-uugali ang sales associate sa kostumer.,Nabawasan ng sales associate ang singil sa customer.,sanhi,1,0
1301,Hindi kailanman ginamit ng babae ang kanyang credit card.,Natanggap niya ang kanyang buwanang bayarin.,Mas gusto niyang magbayad nang salapi.,sanhi,2,1
1108,Pinalitan ko ang sahig ng bagong-bagong tile.,Namatak ako ng katas sa sahig.,Ang sahig ay tuluyang nagkaroon ng mantsa.,sanhi,2,1
1158,Tinakpan ng babae ang kanyang ilong.,Sumigaw nang malakas ang alarma ng sunog.,Amoy ng babae ang usok.,sanhi,2,1
371,Muling inihalal ng lungsod ang alkalde.,Tinupad ng alkalde ang kanyang mga pangako.,Pinutol ng lungsod ang badyet nito.,sanhi,1,0
108,Pinunasan ko ang sahig gamit ang papel na tuwalya.,Ang sahig ay permanenteng mantsado.,Namatak ako ng katas sa sahig.,sanhi,2,0
1026,Nagsimulang mahulog ang skydiver.,Binuksan niya ang kanyang parachute.,Lumundag siya palabas ng eroplano.,sanhi,2,1
65,Dinala ng pamilya ang kanilang aso sa beterinaryo.,Nasugatan ng aso ang kanyang paa.,Ngumunguya ang aso ng buto.,sanhi,1,0
369,Ang baso sa mesa ay nabuhos.,Hinila ng bata ang mantel.,Gumuhit ang bata sa mesa.,sanhi,1,0
1106,Ipinromote ng kumpanyang parmasyutiko ang gamot.,Nakakuha ng refill ang mga gumagamit sa kanilang mga reseta.,Iniulat ng mga gumagamit ang mga mapanganib na epekto.,sanhi,1,1
407,Nagpasya akong manatili sa bahay ngayong gabi.,Pinilit ako ng mga kaibigan kong lumabas.,Tinaya ng ulat-pananaw ang mga bagyo.,sanhi,2,0
1376,Nakakuha na naman ng aso ang babae.,Kinata ng aso siya.,Sinalba niya ang isang inabandunang aso.,sanhi,2,1
200,Naramdaman ng babae ang kuryenteng pagkabigla.,Pinukpok niya ang pinto.,Hinuli niya ang hawakan ng pinto.,sanhi,2,0
1443,Pinuri ng guro ang dalawang mag-aaral.,Pareho silang nakakuha ng mahusay na grado.,Magkapareho ang kanilang mga sagot sa takdang-aralin.,sanhi,1,1
143,Sinugod ng guwardiya ang lalaki.,Inabot ng lalaki ang kamay sa kanyang bulsa.,Ipinakita ng lalaki ang isang sandata.,sanhi,2,0
418,Pinalaya ng mga kidnapper ang bihag.,Tumakas sila mula sa bilangguan.,Tinanggap nila ang pera para sa pantubos.,sanhi,2,0
241,Nawala ako sa usapan ko sa babae.,Lahat ng tao sa silid ay nagsasalita.,Ikinukwento ng babae ang isang nakakatawang kuwento.,sanhi,1,0
443,Ang dalawang mag-aaral ay napailalim sa masusing pagsusuri ng guro.,Pareho silang nakakuha ng mahusay na grado.,Magkapareho ang kanilang mga sagot sa takdang-aralin.,sanhi,2,0
412,Nalaman ng komunidad ang pagkamatay ng lalaki.,Lumabas ang kanyang obituaryo sa pahayagan.,Ipinaglibing siya ng kanyang pamilya sa sementeryo.,sanhi,1,0
376,Ang babae ay may takot sa mga aso.,Kinata ng aso siya.,Sinalba niya ang isang inabandunang aso.,sanhi,1,0
240,Ang mga album ng larawan ay nagtipon ng alikabok sa atíp.,Nagbalik-tanaw ang pamilya sa mga larawan.,Nanatili silang hindi nahawakan sa loob ng maraming taon.,sanhi,2,0
340,Kalma na ang maselan na sanggol.,Pinag-ugoy ng mga magulang ang rattle sa harap ng sanggol.,Pinili ng mga magulang ang pangalan ng sanggol.,sanhi,1,0
1257,Inamoy ng batang nawalan ng pang-amoy ang bar ng sabon.,Naglabas ang bar ng bango.,Madulas ang bar.,sanhi,1,1
411,Pinatumba ng bola ng bowling ang mga pin ng bowling.,Gumulong ang lalaki ng bowling ball pababa sa daanan ng bowling.,Nahulog ng lalaki ang bowling ball sa kanyang paa.,sanhi,1,0
202,Tumalon ako nang kusang-loob dahil sa takot.,Naririnig ko ang mga tao na tumatawa sa katabing silid.,Naramdaman kong may papalapit sa akin mula sa likuran.,sanhi,2,0
1065,Nadurog ng aso ang kanyang mga ngipin.,Nasugatan ng aso ang kanyang paa.,Ngumunguya ang aso ng buto.,sanhi,2,1
360,Mas matangkad na ang binatilyo kaysa sa kanyang ama.,Dumaan siya sa biglaang paglaki.,Sumali siya sa koponang basketball.,sanhi,1,0
1315,Inilagay ng doktor ang ice pack sa binti.,Grabe ang pasa nito.,Grabe itong nahawahan.,sanhi,1,1
1259,Tinanggal ng sikat na personalidad ang kanyang salaming pang-araw.,Nais niyang iwasan ang pagkilala.,Nais niyang pasalamatan ang kanyang mga tagahanga.,sanhi,2,1
1182,Hindi nabuo ang krater sa buwan.,Nabangga ng kometa ang buwan.,Isang kometa ang dumaan sa buwan.,sanhi,2,1
1340,Natanggap ng mga magulang ang sertipiko ng kapanganakan.,Pinili ng mga magulang ang pangalan ng sanggol.,Pinag-ugoy ng mga magulang ang rattle sa harap ng sanggol.,sanhi,1,1
193,Pinagyabang ng estudyante sa kanyang mga kaklase ang kanyang marka sa pagsusulit.,Nagkunwari siyang interesado sa klase.,Nakatanggap siya ng perpektong marka.,sanhi,2,0
1460,Nanalo ang lalaki sa paligsahan.,Sinabotahe ang paligsahan.,Pinatakot niya ang kanyang mga kakumpitensya.,sanhi,2,1
480,Naging ingay-ingay ang bulsa ng lalaki habang naglalakad siya.,Tinahi niya ang butas sa kanyang bulsa.,Ang kanyang bulsa ay puno ng barya.,sanhi,2,0
1454,May kasama ang batang lalaki sa paglalaro.,Kinuha ng kapatid niya ang kanyang mga laruan.,Ibinahagi niya ang kanyang mga laruan sa kanyang kapatid na lalaki.,sanhi,2,1
298,Naging itim ang screen ng laptop.,Nawalan ng bisa ang warranty ng laptop.,Naubos ang baterya ng laptop.,sanhi,2,0
1414,Nakakuha ang babae ng karagdagang kwalipikasyon para sa kanyang trabaho.,Naniniwala siya na kumikilos nang hindi etikal ang kanyang mga nakatataas.,Nangarap siyang humawak ng posisyong ehekutibo sa kumpanya.,sanhi,2,1
257,Nahulog sa kamay ng batang lalaki ang bar ng sabon.,Madulas ang bar.,Naglabas ang bar ng bango.,sanhi,1,0
1330,Hindi nakilala ng guwardiya ang magnanakaw.,Ang kamera ng pagmamanman ay hindi nakatutok.,Napansin niya ang ilang kahina-hinalang kilos.,sanhi,1,1
3,Nagkita ang mga babae para sa kape.,Muling binuksan ang kapehan sa isang bagong lokasyon.,Gusto nilang magkita-kita muli.,sanhi,2,0
187,Pinuno ng bata ang timba ng buhangin.,Nagtatayo siya ng kastilyong buhangin.,Nangalap siya ng mga kabibe sa buhangin.,sanhi,1,0
1273,Hindi kailanman napansin ng lalaki ang babae.,Nakatalikod siya sa kanya.,Naamoy niya ang pabango niya.,sanhi,1,1
330,Inulit ng guwardiya ang video mula sa surveillance.,Ang kamera ng pagmamanman ay hindi nakatutok.,Napansin niya ang ilang kahina-hinalang kilos.,sanhi,2,0
1194,Naramdaman ng batang lalaki na siya ay pagod.,Nag-away siya sa kanyang kapatid na babae.,Umalis siya para mag-kampo.,sanhi,1,1
1451,Hindi na ako nagkakaroon ng pantal.,Pinatay ko ang poison ivy sa bakuran ko.,Nasagi ko ang poison ivy sa bakuran ko.,sanhi,1,1
1427,Hindi ko na-enjoy ang magandang soundtrack ng pelikula.,May isang matangkad na tao na nakaupo sa harap ko.,Ang mag-asawa sa likod ko ay nagbubulungan.,sanhi,2,1
201,May lipstick ang lalaki sa pisngi niya.,Pinapula ng babae ang mukha niya.,Hinalikan siya ng babae.,sanhi,2,0
118,Nakakuha ng detensyon ang estudyante.,Sumagot siya nang pabalik sa guro.,Binigyan ng guro ng grado ang kanyang takdang-aralin.,sanhi,1,0
1036,Mas maaga bumangon ang lalaki.,Gusto niyang patayin ang alarm clock.,Gusto niyang plantsahin ang kanyang pantalon bago pumasok sa trabaho.,sanhi,2,1
1128,Iniwan ng mga magulang ang kanilang mga anak sa isang guro.,Nagplano sila na ipagdiwang ang kanilang anibersaryo.,Nagsimulang dumalo sa preschool ang kanilang bunsong anak.,sanhi,2,1
1415,Hindi nakita ng manlalaro ang bola.,Sinubukan ng kanyang kalaban na saluhin ito.,Ibinato ng kakampi niya ito sa kanya.,sanhi,1,1
176,Pinatay ng ama ang telebisyon ng mga bata.,Oras na para matulog ang mga bata.,Nanonood ng cartoons ang mga bata.,sanhi,1,0
1288,Nag-enjoy ako sa aking chewing gum.,Naubos ang lasa ng nganga.,Nagbuga ako ng bula gamit ang chewing gum.,sanhi,2,1
301,Nagsulat ang babae ng tseke para sa kumpanya ng gas.,Natanggap niya ang kanyang buwanang bayarin.,Mas gusto niyang magbayad nang salapi.,sanhi,1,0
